window_number,sample_index,amplitude
6,84,-124.98223668355602
6,85,-132.24377171922666
6,86,-140.5637575011439
6,87,-150.25925301705047
6,88,-161.3696489489528
6,89,-173.51454435580663
6,90,-185.7978539994868
6,91,-196.79380278776821
6,92,-204.6448419182923
6,93,-207.2872035276538
6,94,-202.79164121565887
6,95,-189.7603106095074
6,96,-167.67458557923683
6,97,-137.07843269189158
6,98,-99.52568285993505
6,99,-57.30393361894597
7,0,125.65223560630358
7,1,111.3626863153823
7,2,97.10924170687092
7,3,82.99017242117333
7,4,69.05085359171937
7,5,55.33136675533275
7,6,41.90748752459978
7,7,28.90176531312092
7,8,16.461277220630247
7,9,4.716275700119252
7,10,-6.259207366726363
7,11,-16.466029094471256
7,12,-25.971098321099255
7,13,-34.880054721322246
7,14,-43.30829597396898
7,15,-51.36433924427906
7,16,-59.148950701985946
7,17,-66.76143288298887
7,18,-74.30292590649778
7,19,-81.87765938937805
7,20,-89.6017137383807
7,21,-97.6226244941107
7,22,-106.1381464707693
7,23,-115.39527343538269
7,24,-125.65871486955074
7,25,-137.15084833976482
7,26,-149.972825359751
7,27,-164.01990212317045
7,28,-178.89852226480417
7,29,-193.84509659405575
7,30,-207.66230671053978
7,31,-218.72172212322806
7,32,-225.09040409140775
7,33,-224.80205461042243
7,34,-216.2288234114216
7,35,-198.45607970560926
7,36,-171.54519309979617
7,37,-136.59526898177035
7,38,-95.57700271560742
7,39,-50.9872545340443
7,40,-5.430751088347075
7,41,38.7490308993665
7,42,79.70233041986279
7,43,116.14732686725026
7,44,147.32461075185986
7,45,172.89644992106835
7,46,192.844123919658
7,47,207.38484514449038
7,48,216.90071192642776
7,49,221.86539124863646
7,50,222.7738936866763
7,51,220.10088596766025
7,52,214.30134500176624
7,53,205.83518504040427
7,54,195.18408900820475
7,55,182.84277211483126
7,56,169.28830917592614
7,57,154.9458311535517
7,58,140.16934308239502
7,59,125.2422696807582
7,60,110.38844992014695
7,61,95.7830520515001
7,62,81.5599346269732
7,63,67.81733598858338
7,64,54.62195530852492
7,65,42.00984562045857
7,66,29.989229302396602
7,67,18.551169628223573
7,68,7.6822396879785275
7,69,-2.6316078060349155
7,70,-12.413704009176255
7,71,-21.712240797248594
7,72,-30.60890329426297
7,73,-39.20931058741668
7,74,-47.620654352265134
7,75,-55.93394549803099
7,76,-64.22305433096285
7,77,-72.55957747650663
7,78,-81.03602094933979
7,79,-89.79111238797925
7,80,-99.03051311974713
7,81,-109.03320755210642
7,82,-120.13580942609697
7,83,-132.6893529474169
7,84,-146.97894661149914
7,85,-163.09824779672698
7,86,-180.79186211274785
7,87,-199.30833630695938
7,88,-217.32108769043904
7,89,-232.96418293328603
7,90,-244.00433187821625
7,91,-248.14412987596043
7,92,-243.4181755566941
7,93,-228.59685122691346
7,94,-203.4812752810014
7,95,-168.99159690086137
7,96,-127.01864890293848
7,97,-80.09180994970545
7,98,-30.966936018347262
7,99,17.76164028366094
8,0,146.0885912688902
8,1,132.6135986866616
8,2,119.22714998215211
8,3,105.91150346463458
8,4,92.70162364713498
8,5,79.68864329690739
8,6,66.98938953398566
8,7,54.694954977357355
8,8,42.82441414200449
8,9,31.305268990999473
8,10,19.980097265151702
8,11,8.625577677663326
8,12,-3.019614787542677
8,13,-15.211138050315256
8,14,-28.14136405398321
8,15,-41.88379806667952
8,16,-56.36250701979008
8,17,-71.36787547220145
8,18,-86.62049244954646
8,19,-101.8548398619848
8,20,-116.88703716512109
8,21,-131.65165795845925
8,22,-146.21029007235944
8,23,-160.73453612265007
8,24,-175.46145806936656
8,25,-190.62140775888756
8,26,-206.34366486588394
8,27,-222.54661177693106
8,28,-238.81879861248945
8,29,-254.30495846573527
8,30,-267.6303775273722
8,31,-276.9188816554045
8,32,-279.96211234585843
8,33,-274.56311104012593
8,34,-259.01446062026
8,35,-232.60171568791688
8,36,-195.96514854430774
8,37,-151.14559539625762
8,38,-101.23160332222935
8,39,-49.700993847268784
8,40,0.2982401265901706
8,41,46.46879846972748
8,42,87.54829357432453
8,43,123.17188756186418
8,44,153.53396938515232
8,45,179.00628062739705
8,46,199.8468007197853
8,47,216.07452594443936
8,48,227.51754018566587
8,49,233.98296835260817
8,50,235.4585678843483
8,51,232.2527191013265
8,52,225.01938620447257
8,53,214.67288348436466
8,54,202.23855578877016
8,55,188.69467299921735
8,56,174.84512693196217
8,57,161.24358125269615
8,58,148.17870640432602
8,59,135.71352593245382
8,60,123.75155718297471
8,61,112.10261339156443
8,62,100.53706650875476
8,63,88.82605616945166
8,64,76.76804966916528
8,65,64.20360423388624
8,66,51.016904266463925
8,67,37.123421832132735
8,68,22.45019414872251
8,69,6.921221834015518
8,70,-9.5345880329126
8,71,-26.94291808616192
8,72,-45.2296459409567
8,73,-64.18893204567678
8,74,-83.48801153917343
8,75,-102.6918839596403
8,76,-121.29538529062916
8,77,-138.77620003093915
8,78,-154.6821861542689
8,79,-168.73488440023027
8,80,-180.90918617350053
8,81,-191.45657722723632
8,82,-200.86191495854797
8,83,-209.7489960937316
8,84,-218.76066124260714
8,85,-228.41615683065123
8,86,-238.92613171240197
8,87,-249.97872937557108
8,88,-260.57147587348203
8,89,-268.977090775322
8,90,-272.8913651538652
8,91,-269.7692200605602
8,92,-257.3233203691842
8,93,-234.1099340810535
8,94,-200.05427493366724
8,95,-156.7098566585997
8,96,-107.07065687899906
8,97,-54.91716128091032
8,98,-3.9166574642420993
8,99,43.17013374009436
9,0,165.25913973086222
9,1,150.82505243028436
9,2,137.00508393854074
9,3,123.52510312906085
9,4,110.0879590450235
9,5,96.4017053640761
9,6,82.19427265095868
9,7,67.23012189560512
9,8,51.334429234192505
9,9,34.41985450246385
9,10,16.504022433278948
9,11,-2.29221983579594
9,12,-21.763291374887785
9,13,-41.63996525018483
9,14,-61.60175489660303
9,15,-81.28449499089785
9,16,-100.29569356104238
9,17,-118.24315660215397
9,18,-134.77472569853686
9,19,-149.62708690746723
9,20,-162.67816097682447
9,21,-173.9917843154981
9,22,-183.8418541760374
9,23,-192.69805111296915
9,24,-201.15310434514709
9,25,-209.7896089012331
9,26,-219.01105965684815
9,27,-228.8705168662773
9,28,-238.920806780942
9,29,-248.10765106453715
9,30,-254.7442607922386
9,31,-256.62196177222177
9,32,-251.30299527324783
9,33,-236.60443611229996
9,34,-211.2119767403213
9,35,-175.2600727613117
9,36,-130.62329853799665
9,37,-80.68488897931066
9,38,-29.562656780141115
9,39,18.92419163397468
9,40,62.119857402322076
9,41,98.9222149027255
9,42,129.6440777499196
9,43,155.49707613494783
9,44,177.9363600802289
9,45,198.08665458203865
9,46,216.40107600525369
9,47,232.61550541301963
9,48,245.95769887364207
9,49,255.48406883255853
9,50,260.403527558747
9,51,260.3035239387297
9,52,255.25345031663434
9,53,245.79248065503253
9,54,232.82493673659204
9,55,217.4524690920877
9,56,200.77930257376835
9,57,183.7386196507809
9,58,166.97816251870478
9,59,150.81388034866387
9,60,135.2483778767638
9,61,120.04729612239184
9,62,104.8475045133794
9,63,89.2604652797047
9,64,72.95000411798867
9,65,55.683268587553265
9,66,37.36151489696562
9,67,18.035565744142236
9,68,-2.0970019674359497
9,69,-22.719287918673643
9,70,-43.44358287241547
9,71,-63.86356114709373
9,72,-83.59157904544642
9,73,-102.2759353080723
9,74,-119.60717991586678
9,75,-135.32343055184106
9,76,-149.21459228828897
9,77,-161.12348324719161
9,78,-170.9535924833098
9,79,-178.69688829171085
9,80,-184.4802147176805
9,81,-188.61339799795198
9,82,-191.61687927249554
9,83,-194.2036102009522
9,84,-197.18869221434133
9,85,-201.31295128231827
9,86,-207.00099700166894
9,87,-214.11550400533125
9,88,-221.7836830993809
9,89,-228.35116674379717
9,90,-231.49574095365267
9,91,-228.52492305592756
9,92,-216.86159085859683
9,93,-194.66777165225412
9,94,-161.47812688246796
9,95,-118.63999797602007
9,96,-69.32406153538612
9,97,-17.95420059895716
9,98,30.83867822618419
9,99,73.34963021526255
10,0,179.7849726271935
10,1,166.5326579532203
10,2,149.82228885090973
10,3,129.88162964647927
10,4,107.46004186760867
10,5,83.66701170801035
10,6,59.75256326749579
10,7,36.88475658704873
10,8,15.98529649009694
10,9,-2.345218923572609
10,10,-17.826315236314066
10,11,-30.455725161282427
10,12,-40.44802172083212
10,13,-48.15766653775801
10,14,-53.99678476328802
10,15,-58.37572726110246
10,16,-61.68463856105993
10,17,-64.29830358292352
10,18,-66.57240146444315
10,19,-68.81857883882763
10,20,-71.26553074215919
10,21,-74.02367949149532
10,22,-77.07703584799661
10,23,-80.31292907342679
10,24,-83.57176485022202
10,25,-86.69048280877723
10,26,-89.53193047414645
10,27,-92.00693749976224
10,28,-94.09343061977052
10,29,-95.84994984921238
10,30,-97.42180955367242
10,31,-99.04464584846092
10,32,-101.0452342285189
10,33,-103.81932075357031
10,34,-107.75142396140285
10,35,-113.05333095452873
10,36,-119.53969491404203
10,37,-126.40786527853476
10,38,-132.1098407329595
10,39,-134.39114805699066
10,40,-130.55024375373108
10,41,-117.94779659555837
10,42,-94.73017342598511
10,43,-60.60599470763516
10,44,-17.388516147606566
10,45,31.009044017870565
10,46,79.28595706681838
10,47,122.00554933547318
10,48,154.89251200053317
10,49,175.65030862165358
10,50,184.07769704135387
10,51,181.62336719827002
10,52,170.68134637315347
10,53,153.89294215626217
10,54,133.6081118537731
10,55,111.56976055242623
10,56,88.83332255533129
10,57,65.88611977629165
10,58,42.88302062147267
10,59,19.89819579966746
10,60,-2.886418619651651
10,61,-25.099068348887947
10,62,-46.20477653129635
10,63,-65.60242173460486
10,64,-82.73727059142203
10,65,-97.19461512891104
10,66,-108.77009226689022
10,67,-117.51524993131267
10,68,-123.74192211522302
10,69,-127.97025996063587
10,70,-130.82654940249307
10,71,-132.9156868195314
10,72,-134.7022763097587
10,73,-136.43928477028098
10,74,-138.17457044137416
10,75,-139.83170366717573
10,76,-141.3177130742286
10,77,-142.5930868084537
10,78,-143.67330020954617
10,79,-144.59102616350336
10,80,-145.3677804276084
10,81,-146.00750958059348
10,82,-146.49434607348064
10,83,-146.78515150429274
10,84,-146.80319386041222
10,85,-146.4425651687233
10,86,-145.59040572970116
10,87,-144.16724785365244
10,88,-142.176238627664
10,89,-139.74578449152057
10,90,-137.14855577725268
10,91,-134.78307285142813
10,92,-133.11178995660487
10,93,-132.5524591100892
10,94,-133.31818102777655
10,95,-135.21672607517942
10,96,-137.45577102958504
10,97,-138.52938114401778
10,98,-136.25859455626738
10,99,-128.0343835357943
