time,ppg,ppg_preprocessed
16.163,52880.06553087163,9.6119702558597
16.17300133422283,53054.5520456408,50.805407208356016
16.183002668445656,53013.345313991005,87.18724614167687
16.193004002668484,53029.255853452625,115.29426842419888
16.20300533689131,53012.89594408751,133.75005953262917
16.213006671114137,53023.74438853788,143.21077820519133
16.223008005336965,53017.51295291053,145.77331718454852
16.233009339559793,53025.75067322665,144.18349900578556
16.24301067378262,53018.53076868035,141.09826537552968
16.25301200800545,53037.35246597867,138.55456924199808
16.263013342228273,53041.40786704119,137.71280074399985
16.2730146764511,53060.170061129815,138.86635254771173
16.28301601067393,53064.91862654904,141.6450262507739
16.293017344896757,53075.487740698765,145.30702223755492
16.303018679119585,53078.48106033718,149.0205090299545
16.313020013342413,53083.03408298956,152.06932186869932
16.323021347565238,53082.034462432835,153.9593360730101
16.333022681788066,53089.5416399991,154.43814097929962
16.343024016010894,53088.68087098493,153.4610695260801
16.35302535023372,53096.93507737873,151.13627385275205
16.36302668445655,53089.46745018337,147.6666157977549
16.373028018679378,53090.612288113,143.29302007958472
16.383029352902202,53090.902511722,138.2432902622957
16.39303068712503,53081.76007939928,132.6957403550433
16.403032021347858,53091.12885018071,126.76710077581644
16.413033355570686,53084.33971839919,120.52666029803505
16.423034689793514,53077.65044703845,114.02631546056388
16.433036024016342,53081.04939112255,107.32919409102571
16.443037358239167,53072.02611462478,100.5254572152691
16.453038692461995,53066.99530531516,93.7325528424522
16.463040026684823,53066.725573433374,87.0821451349423
16.47304136090765,53064.317019604474,80.7005425592116
16.48304269513048,53053.014227752254,74.68897446756482
16.493044029353307,53056.82204413849,69.10732578133687
16.503045363576135,53056.83373278201,63.968398144796105
16.51304669779896,53055.18419378343,59.24772446076062
16.523048032021787,53048.47515996621,54.89989324929255
16.533049366244615,53046.726493371076,50.86771656477379
16.543050700467443,53046.222668627015,47.08582702033898
16.55305203469027,53056.79743254387,43.49249378339902
16.5630533689131,53046.554216823664,40.051702333764176
16.573054703135924,53046.34407574725,36.766302204467124
16.58305603735875,53042.20424453986,33.66395051199761
16.59305737158158,53042.51375582555,30.76193521006508
16.603058705804408,53043.08429518638,28.03485718368497
16.613060040027236,53046.531305228484,25.404796855474903
16.623061374250064,53046.7663115531,22.756290787375836
16.633062708472888,53040.50603781158,19.96277765718134
16.643064042695716,53040.67515958975,16.909737107893893
16.653065376918544,53048.71476988966,13.511750745323537
16.663066711141372,53036.42103017546,9.726039680730501
16.6730680453642,53039.39985387688,5.556683183956737
16.683069379587028,53027.147768069684,1.0431883720484512
16.693070713809853,53036.574434778166,-3.7579940913132273
16.70307204803268,53026.35758212263,-8.78266970475776
16.71307338225551,53026.10537367001,-13.953421975653868
16.723074716478337,53017.57542592323,-19.165956988447444
16.733076050701165,53023.8962303354,-24.272285438381704
16.743077384923993,53011.31056272851,-29.06175773266052
16.753078719146817,53015.42737863865,-33.24474881369909
16.763080053369645,53023.24591423345,-36.44895632471189
16.773081387592473,53008.074903982044,-38.24394146554898
16.7830827218153,53007.79612239708,-38.21192205389848
16.79308405603813,53005.084161884835,-36.060776020781645
16.803085390260957,53017.13738282761,-31.735751996347446
16.81308672448378,53028.90212408782,-25.473937938184864
16.82308805870661,53038.802682397996,-17.776502077200973
16.833089392929438,53045.45918805689,-9.31585797052625
16.843090727152266,53061.9468242529,-0.813650305767189
16.853092061375094,53069.77894025484,7.078884599175426
16.86309339559792,53074.41921158658,13.872855797081838
16.87309472982075,53078.64303603934,19.28595746630912
16.883096064043574,53083.97734299052,23.234749990308536
16.893097398266402,53085.94344121937,25.78968840732474
16.90309873248923,53088.570204886615,27.11411172994053
16.913100066712058,53088.893104555726,27.403910019537477
16.923101400934886,53090.45588276727,26.83874038713821
16.933102735157714,53089.00561466768,25.550874606813096
16.94310406938054,53085.808743231624,23.61363215738426
16.953105403603367,53085.73816762907,21.050069649795503
16.963106737826195,53087.453389664086,17.862573739027933
