time,ppg
16.163,44005.683696658285
16.17300133422283,44520.0701057912
16.183002668445656,44372.46341115673
16.193004002668484,44447.603492563874
16.20300533689131,44395.14309167534
16.213006671114137,44427.873367647
16.223008005336965,44384.15220085604
16.233009339559793,44426.939454001564
16.24301067378262,44417.29002477347
16.25301200800545,44457.29986559423
16.263013342228273,44461.95441444303
16.2730146764511,44496.45313498591
16.28301601067393,44493.533107107316
16.293017344896757,44524.03370883693
16.303018679119585,44524.17065966076
16.313020013342413,44539.721585052226
16.323021347565238,44533.782200057765
16.333022681788066,44553.67298981454
16.343024016010894,44540.507360598516
16.35302535023372,44563.04338540271
16.36302668445655,44545.49222146539
16.373028018679378,44549.567487441556
16.383029352902202,44545.60152255987
16.39303068712503,44545.68159850252
16.403032021347858,44533.88283058147
16.413033355570686,44534.29535979626
16.423034689793514,44522.912833545066
16.433036024016342,44519.52188885541
16.443037358239167,44508.83537709675
16.453038692461995,44512.55792873825
16.463040026684823,44504.27207282866
16.47304136090765,44500.41719251555
16.48304269513048,44483.051001564134
16.493044029353307,44494.595843362804
16.503045363576135,44480.872117574
16.51304669779896,44473.59159353009
16.523048032021787,44470.709181102226
16.533049366244615,44473.099549201346
16.543050700467443,44472.30363441908
16.55305203469027,44463.77220528634
16.5630533689131,44466.416006831976
16.573054703135924,44464.180944263964
16.58305603735875,44462.32293670212
16.59305737158158,44466.68209952852
16.603058705804408,44460.049647843145
16.613060040027236,44455.191681836404
16.623061374250064,44449.13806488076
16.633062708472888,44452.7709210179
16.643064042695716,44439.11872946641
16.653065376918544,44453.30591967872
16.663066711141372,44447.65564178388
16.6730680453642,44446.160531023575
16.683069379587028,44435.332799749194
16.693070713809853,44433.03909028239
16.70307204803268,44425.28572423252
16.71307338225551,44424.60263140402
16.723074716478337,44416.7368516127
16.733076050701165,44404.0868390571
16.743077384923993,44400.82951342004
16.753078719146817,44408.86895359084
16.763080053369645,44398.286433797206
16.773081387592473,44393.01111294771
16.7830827218153,44383.62568347815
16.79308405603813,44389.927575408954
16.803085390260957,44383.582647691226
16.81308672448378,44413.56342981319
16.82308805870661,44429.05255776916
16.833089392929438,44455.78042118579
16.843090727152266,44466.31237919708
16.853092061375094,44490.73656399089
16.86309339559792,44506.78970058508
16.87309472982075,44520.65345607722
16.883096064043574,44520.23032698611
16.893097398266402,44527.4525933155
16.90309873248923,44530.16070215829
16.913100066712058,44524.25846537337
16.923101400934886,44523.12068396927
16.933102735157714,44526.91400511977
16.94310406938054,44538.43483663866
16.953105403603367,44527.186366965296
16.963106737826195,44532.98795509557
16.973108072049023,44530.78789186281
16.98310940627185,44502.27854131052
16.99311074049468,44510.55304650689
17.003112074717503,44493.73117372398
17.01311340894033,44482.64026181139
17.02311474316316,44474.13890687983
17.033116077385987,44473.88891828295
17.043117411608815,44460.07187296569
17.053118745831643,44452.43765990436
17.063120080054468,44443.77790422389
17.073121414277296,44438.739757458156
17.083122748500124,44438.30586873092
17.09312408272295,44433.89095754659
17.10312541694578,44429.67086900561
17.113126751168608,44442.07843347388
17.123128085391436,44433.369373566486
17.13312941961426,44432.02722282202
17.143130753837088,44436.91213117053
17.153132088059916,44423.849484470804
17.163133422282744,44428.36046681756
17.173134756505572,44429.070735046305
17.183136090728397,44416.53702098155
17.193137424951225,44423.40685281038
17.203138759174053,44408.95177797398
17.21314009339688,44412.547304002954
17.22314142761971,44416.38965951588
17.233142761842537,44415.688309776015
17.243144096065365,44395.679868135594
17.25314543028819,44398.59004932524
17.263146764511017,44397.87721561187
17.273148098733845,44390.99194089656
17.283149432956673,44379.79970833731
17.2931507671795,44380.76597001249
17.30315210140233,44379.68701966619
17.313153435625154,44363.23011420912
17.32315476984798,44356.0464453422
17.33315610407081,44358.179444474474
17.343157438293638,44341.857041627125
17.353158772516466,44347.293896041614
17.363160106739294,44335.97306749393
17.373161440962118,44356.925677732754
17.383162775184946,44382.13620622398
17.393164109407774,44418.38910890413
17.403165443630602,44427.09809517027
17.41316677785343,44452.1784385129
17.423168112076258,44468.15350126667
17.433169446299082,44478.47953909215
17.44317078052191,44483.59572607659
17.45317211474474,44494.36343875509
17.463173448967567,44494.901917453935
17.473174783190395,44497.08508666835
17.483176117413223,44505.681687347336
17.49317745163605,44504.02578222885
17.503178785858875,44505.794097100865
17.513180120081703,44503.97092973027
17.52318145430453,44493.30151532253
17.53318278852736,44487.21208835775
17.543184122750187,44490.77647363735
17.553185456973015,44481.90436494557
17.56318679119584,44476.134951671236
17.573188125418667,44467.83140393569
17.583189459641495,44455.80839514684
17.593190793864323,44443.54493529024
17.60319212808715,44433.303281087996
17.61319346230998,44427.55875703986
17.623194796532804,44424.3404172039
17.633196130755632,44424.6634301589
17.64319746497846,44420.44251331572
17.653198799201288,44408.417693016905
17.663200133424116,44408.68683513224
17.673201467646944,44407.96408523302
17.68320280186977,44406.583619173376
17.693204136092596,44404.906802886
17.703205470315424,44407.53438826495
17.713206804538252,44391.43744796243
17.72320813876108,44396.11776021921
17.73320947298391,44391.88703828302
17.743210807206733,44390.53389721037
17.75321214142956,44382.69056754893
17.76321347565239,44384.872459617945
17.773214809875217,44381.623966059145
17.783216144098045,44381.26737912585
17.793217478320873,44372.94097628564
17.803218812543697,44376.80122731948
17.813220146766525,44368.07784957604
17.823221480989353,44358.07067991134
17.83322281521218,44367.76058220198
17.84322414943501,44352.12030453261
17.853225483657837,44345.12117346077
17.863226817880665,44342.09140911576
17.87322815210349,44341.682002820286
17.883229486326318,44337.90294142731
17.893230820549146,44329.435333457186
17.903232154771974,44308.84318490209
17.913233488994802,44315.36011636817
17.92323482321763,44313.2246334429
17.933236157440454,44327.41786526322
17.943237491663282,44340.988457766856
17.95323882588611,44376.27874879104
17.96324016010894,44402.32672508837
17.973241494331766,44425.5193320879
17.983242828554594,44443.02425221818
17.99324416277742,44452.09895454398
18.003245497000247,44467.36413271978
18.013246831223075,44476.658301824085
18.023248165445903,44491.42397332638
18.03324949966873,44489.68811452692
18.04325083389156,44496.52498442473
18.053252168114383,44498.86095334183
18.06325350233721,44490.92916776368
18.07325483656004,44486.95873304959
18.083256170782867,44489.43422908
18.093257505005695,44482.09828331474
18.103258839228523,44471.966411777845
18.11326017345135,44475.37444931303
18.123261507674176,44465.0717842605
18.133262841897004,44451.99600205812
18.143264176119832,44448.257812522665
18.15326551034266,44441.47668466996
18.163266844565488,44428.26901668969
18.173268178788312,44421.14012732548
18.18326951301114,44413.24498678403
18.19327084723397,44402.38647027702
18.203272181456796,44402.46820642501
18.213273515679624,44386.13034448028
18.223274849902452,44393.66222808525
18.23327618412528,44400.63642951218
18.243277518348105,44389.01921030335
18.253278852570933,44389.96796943981
18.26328018679376,44381.97150420194
18.27328152101659,44390.696325903205
18.283282855239417,44377.86398770545
18.293284189462245,44376.753715342624
18.30328552368507,44388.144958191326
18.313286857907897,44383.046808665706
18.323288192130725,44378.22972671047
18.333289526353553,44375.280768790384
18.34329086057638,44370.19498084245
18.35329219479921,44361.169012943516
18.363293529022037,44350.69019603458
18.373294863244862,44351.81057357738
18.38329619746769,44345.28905492021
18.393297531690518,44354.38579078012
18.403298865913346,44342.31161737979
18.413300200136174,44336.79300796734
18.423301534359,44329.76543150082
18.433302868581826,44324.35122719923
18.443304202804654,44318.793623249156
18.453305537027482,44301.30052533765
18.46330687125031,44293.9128020975
18.47330820547314,44291.22247937233
18.483309539695966,44295.72812700148
18.49331087391879,44298.66191984587
18.50331220814162,44317.88099752211
18.513313542364447,44328.62732378043
18.523314876587275,44362.35062701444
18.533316210810103,44387.81189015151
18.543317545032927,44411.515466347424
18.553318879255755,44428.40231751716
18.563320213478583,44447.64373262793
18.57332154770141,44450.27116588862
18.58332288192424,44466.19579050318
18.593324216147067,44474.950279279175
18.603325550369895,44475.52555892059
18.61332688459272,44488.978955718674
18.623328218815548,44487.03642941589
18.633329553038376,44485.926715351256
18.643330887261204,44478.937084873825
18.653332221484032,44490.20008574921
18.66333355570686,44480.11257252321
18.673334889929684,44471.76484816159
18.683336224152512,44464.25634687483
18.69333755837534,44455.895855659895
18.70333889259817,44453.94877916559
18.713340226820996,44433.556730373544
18.723341561043824,44424.20192632585
18.733342895266652,44430.603984208035
18.743344229489477,44417.72970575563
18.753345563712305,44405.49647540018
18.763346897935133,44390.93464461786
18.77334823215796,44399.79883211746
18.78334956638079,44393.05224790932
18.793350900603613,44382.44982592821
18.80335223482644,44382.50621861941
18.81335356904927,44376.12212977655
18.823354903272097,44374.35314017551
18.833356237494925,44375.14845343421
18.843357571717753,44369.35623272818
18.85335890594058,44364.20796426459
18.863360240163406,44366.75892105685
18.873361574386234,44358.33009910561
18.88336290860906,44353.46124559264
18.89336424283189,44361.34942655359
18.903365577054718,44358.281917226486
18.913366911277542,44357.111733161524
18.92336824550037,44346.798389990654
18.9333695797232,44349.89996503963
18.943370913946026,44344.39583360353
18.953372248168854,44342.46806831898
18.963373582391682,44342.27680305589
18.97337491661451,44334.72388551743
18.983376250837335,44321.71266862838
18.993377585060163,44320.521650527015
19.00337891928299,44312.801874641926
19.01338025350582,44298.62474931267
19.023381587728647,44296.139656024054
19.033382921951475,44295.8685214144
19.0433842561743,44287.818789474506
19.053385590397127,44275.95964641825
19.063386924619955,44278.95500441629
19.073388258842783,44298.84512551723
19.08338959306561,44322.07364168495
19.09339092728844,44350.08360108603
19.103392261511267,44381.6572783221
19.11339359573409,44424.175058615096
19.12339492995692,44429.31756431595
19.133396264179748,44437.920796192535
19.143397598402576,44462.24684908004
19.153398932625404,44464.37105267114
19.163400266848228,44480.15185336854
19.173401601071056,44484.45725636361
19.183402935293884,44491.199940157116
19.193404269516712,44489.29342764452
19.20340560373954,44483.37607806017
19.213406937962368,44486.978783186656
19.223408272185196,44487.61231284146
19.23340960640802,44476.58424349107
19.24341094063085,44471.651160650865
19.253412274853677,44460.267040171
19.263413609076505,44450.368269265855
19.273414943299333,44449.64678240153
19.28341627752216,44438.92076529386
19.293417611744985,44423.997853441455
19.303418945967813,44417.759381614065
19.31342028019064,44410.37922995991
19.32342161441347,44398.73099131362
19.333422948636297,44391.417357993
19.343424282859125,44378.52110745112
19.353425617081953,44378.70544160554
19.363426951304778,44375.45473348498
19.373428285527606,44366.80134752665
19.383429619750434,44358.63310802833
19.39343095397326,44361.28079704145
19.40343228819609,44359.69058859847
19.413433622418914,44357.93751402223
19.423434956641742,44346.728730040224
19.43343629086457,44346.62561926234
19.443437625087398,44350.197114417955
19.453438959310226,44342.59250117671
19.463440293533054,44338.84022121859
19.473441627755882,44334.848680402916
19.483442961978707,44337.24984701473
19.493444296201535,44325.777151470626
19.503445630424363,44330.229107073974
19.51344696464719,44323.161797189394
19.52344829887002,44315.56521911515
19.533449633092843,44312.81565241398
19.54345096731567,44303.02356779554
19.5534523015385,44292.69187670687
19.563453635761327,44292.61904982529
19.573454969984155,44286.200829650734
19.583456304206983,44274.91224099608
19.59345763842981,44270.081631339766
19.603458972652636,44273.97839573645
19.613460306875464,44265.47441267184
19.62346164109829,44260.70656139092
19.63346297532112,44258.58005384678
19.643464309543948,44257.163685907726
19.653465643766776,44273.126700826346
19.6634669779896,44293.392866220536
19.673468312212428,44328.181867807034
19.683469646435256,44367.20954492974
19.693470980658084,44388.98897960864
19.703472314880912,44421.436207363055
19.71347364910374,44435.252810059974
19.723474983326568,44446.2540418814
19.733476317549393,44461.48882365356
19.74347765177222,44471.63164921262
19.75347898599505,44473.48131288301
19.763480320217877,44472.99221840258
19.773481654440705,44476.645313728084
19.78348298866353,44483.18537643348
19.793484322886357,44481.44500202072
19.803485657109185,44477.54775923013
19.813486991332013,44475.46972729095
19.82348832555484,44458.831324378334
19.83348965977767,44452.58184075723
19.843490994000497,44447.8526929783
19.85349232822332,44434.122915696265
19.86349366244615,44427.26004468342
19.873494996668978,44410.042341295935
19.883496330891806,44404.84200276518
19.893497665114634,44383.12079491613
19.903498999337458,44385.002685943524
19.913500333560286,44377.557843306015
19.923501667783114,44376.08013384716
19.933503002005942,44357.52553620303
19.94350433622877,44352.02512658157
19.953505670451598,44342.43920316177
19.963507004674426,44338.78930708631
19.97350833889725,44341.7935640219
19.98350967312008,44338.59718230341
19.993511007342907,44350.012482817314
20.003512341565735,44343.02858590155
20.013513675788563,44329.681797680074
20.02351501001139,44325.43754549785
20.033516344234215,44327.19145404207
20.043517678457043,44317.562623953236
20.05351901267987,44307.93256569624
20.0635203469027,44305.222097825026
20.073521681125527,44306.17834985016
20.083523015348355,44304.049563586064
20.093524349571183,44304.513098243726
20.103525683794008,44296.808116216045
20.113527018016836,44291.53655040034
20.123528352239664,44289.23573657713
20.13352968646249,44280.48442102482
20.14353102068532,44276.81562511985
20.153532354908144,44269.65846062703
20.163533689130972,44256.28306294681
20.1735350233538,44247.05586348147
20.183536357576628,44230.68457411236
20.193537691799456,44240.276217868086
20.203539026022284,44224.95074532942
20.213540360245112,44238.44181708316
20.22354169446794,44237.28257988266
20.233543028690764,44258.46432572456
20.243544362913592,44276.09036252698
20.25354569713642,44325.23962895711
20.26354703135925,44359.307962598024
20.273548365582073,44389.7483285028
20.2835496998049,44419.34094167341
20.29355103402773,44433.49324989919
20.303552368250557,44446.36256335269
20.313553702473385,44454.49803226667
20.323555036696213,44464.64640435395
20.33355637091904,44482.652648343355
20.34355770514187,44476.6361937289
20.353559039364693,44487.28733832625
20.36356037358752,44477.59370608844
20.37356170781035,44484.138642615515
20.383563042033177,44474.67313336176
20.393564376256005,44476.35101653282
20.40356571047883,44455.63959841287
20.413567044701658,44450.357205760185
20.423568378924486,44434.08672086378
20.433569713147314,44430.32706347746
20.443571047370142,44410.507277310375
20.45357238159297,44414.90189614143
20.463573715815798,44396.080610156765
20.473575050038622,44382.38244982442
20.48357638426145,44377.4259331591
20.49357771848428,44366.59015643043
20.503579052707106,44362.25284197557
20.513580386929934,44345.411900515865
20.52358172115276,44342.405199175904
20.533583055375587,44347.60072628892
20.543584389598415,44327.85105239056
20.553585723821243,44335.78653291494
20.56358705804407,44325.21211942445
20.5735883922669,44317.22440683737
20.583589726489727,44318.04126878638
20.593591060712555,44317.473069622545
20.60359239493538,44304.674657997406
20.613593729158207,44305.41000973681
20.623595063381035,44311.24039870232
20.633596397603863,44284.46092031553
20.643597731826688,44300.72317844627
20.653599066049516,44288.91991617486
20.663600400272344,44287.648949775095
20.673601734495172,44282.50847544409
20.683603068718,44270.00559293761
20.693604402940828,44263.07204990336
20.703605737163656,44261.556136502026
20.713607071386484,44266.40795642457
20.72360840560931,44249.41398337496
20.733609739832136,44246.58283042543
20.743611074054964,44239.30579063372
20.753612408277792,44234.96525404577
20.76361374250062,44220.152994496115
20.773615076723445,44221.01317213408
20.783616410946273,44205.864594186896
20.7936177451691,44203.977589276365
20.80361907939193,44201.5786569692
20.813620413614757,44208.14550929286
20.823621747837585,44228.76133545308
20.833623082060413,44274.679574552385
20.843624416283237,44307.48834846102
20.853625750506065,44349.19547859908
20.863627084728893,44387.4629887889
20.87362841895172,44411.70901880581
20.88362975317455,44430.69632219776
20.893631087397374,44448.247089832
20.903632421620202,44461.017486403536
20.91363375584303,44468.08002178275
20.923635090065858,44480.6259904651
20.933636424288686,44469.2103486666
20.943637758511514,44484.95969159143
20.953639092734342,44475.121183874304
20.96364042695717,44474.2919528907
20.973641761179994,44476.37844087933
20.983643095402822,44466.79051110399
20.99364442962565,44455.20674155811
21.00364576384848,44449.43972785343
21.013647098071303,44443.843004097325
21.02364843229413,44428.95793023534
21.03364976651696,44407.494326473396
21.043651100739787,44389.68799130632
21.053652434962615,44380.894502177514
21.063653769185443,44362.334119220795
21.07365510340827,44358.87260063213
21.0836564376311,44343.67134034708
21.093657771853923,44340.96338438671
21.10365910607675,44330.74808018591
21.11366044029958,44319.596335251445
21.123661774522407,44316.382267453504
21.133663108745235,44311.42629059926
21.14366444296806,44304.950431407204
21.153665777190888,44298.71672799514
21.163667111413716,44286.31049276383
21.173668445636544,44299.01104941533
21.183669779859372,44285.031688863164
21.1936711140822,44286.167510987514
21.203672448305028,44275.71828087682
21.213673782527856,44274.46853046376
21.22367511675068,44257.727789906116
21.23367645097351,44265.55219609361
21.243677785196336,44258.66637197132
21.253679119419164,44251.67159549568
21.26368045364199,44243.69216106869
21.273681787864817,44244.58032318627
21.283683122087645,44224.79314196441
21.293684456310473,44229.48551203128
21.3036857905333,44228.76726869851
21.31368712475613,44217.215794086136
21.323688458978957,44206.984571967405
21.333689793201785,44203.113337606876
21.34369112742461,44194.34762795481
21.353692461647437,44185.22951061111
21.363693795870265,44182.701602267094
21.373695130093093,44177.14221306293
21.38369646431592,44166.37531444173
21.393697798538746,44172.058897051465
21.403699132761574,44162.031627899094
21.4137004669844,44176.08229600543
21.42370180120723,44197.242880064725
21.433703135430058,44246.2193808176
21.443704469652886,44288.180279494365
21.453705803875714,44325.846683795135
21.46370713809854,44363.210047841
21.473708472321366,44394.971301487996
21.483709806544194,44412.860298801075
21.493711140767022,44428.96632105483
21.50371247498985,44443.26451581079
21.513713809212675,44444.67914435994
21.523715143435503,44456.67187674435
21.53371647765833,44459.249441033564
21.54371781188116,44451.23961237635
21.553719146103987,44457.38145429956
21.563720480326815,44451.52588972952
21.573721814549643,44455.830817503884
21.58372314877247,44438.372043044765
21.593724482995295,44426.44685134738
21.603725817218123,44419.75306115473
21.61372715144095,44399.687539534614
21.62372848566378,44383.10114202618
21.633729819886604,44371.605998735184
21.64373115410943,44355.23260456702
21.65373248833226,44346.09520698636
21.663733822555088,44323.20125229804
21.673735156777916,44321.6441218113
21.683736491000744,44301.65432567449
