window_number,sample_index,amplitude
1,0,-96.4948259097001
1,1,-93.95541846662107
1,2,-91.140074895925
1,3,-87.99461900780352
1,4,-84.51570719670221
1,5,-80.74297948137725
1,6,-76.74681497303155
1,7,-72.61515073083329
1,8,-68.44066593375202
1,9,-64.30904832853948
1,10,-60.28887645948988
1,11,-56.423926702113235
1,12,-52.73068322379572
1,13,-49.20450375955112
1,14,-45.833081828166726
1,15,-42.60960425037301
1,16,-39.538632936675015
1,17,-36.63367699065971
1,18,-33.90926922143025
1,19,-31.372380401514896
1,20,-29.019655965872953
1,21,-26.843966277929656
1,22,-24.846130979000414
1,23,-23.04219331819477
1,24,-21.45817776932752
1,25,-20.11160734014877
1,26,-18.98647599743154
1,27,-18.011836409761646
1,28,-17.054294738944396
1,29,-15.931859708043104
1,30,-14.449215399398708
1,31,-12.443651429703515
1,32,-9.823981505237024
1,33,-6.589749177058451
1,34,-2.829839816096607
1,35,1.294432745377304
1,36,5.578044601378533
1,37,9.809448466967037
1,38,13.808170252331243
1,39,17.450070886466342
1,40,20.671188200102492
1,41,23.452508832739344
1,42,25.79804871924035
1,43,27.72000654036311
1,44,29.23665289347946
1,45,30.377789050534652
1,46,31.188637470168196
1,47,31.72707663521886
1,48,32.054638863345374
1,49,32.22477444948599
1,50,32.27286622207449
1,51,32.2119098951812
1,52,32.036263462782316
1,53,31.733148606206687
1,54,31.297056512170936
1,55,30.739763501582324
1,56,30.09250016378819
1,57,29.402365238460433
1,58,28.72572853421884
1,59,28.11910188845017
1,60,27.627975985198443
1,61,27.276486955142335
1,62,27.062057355948625
1,63,26.957392459427616
1,64,26.918764437707733
1,65,26.89698863144428
1,66,26.846768754766185
1,67,26.731553395386562
1,68,26.524639256869648
1,69,26.20937515447504
1,70,25.779734773820355
1,71,25.240780290293017
1,72,24.608393539756317
1,73,23.906852770292105
1,74,23.162748855430845
1,75,22.39669419458408
1,76,21.61665833164828
1,77,20.815535753942754
1,78,19.972784353936962
1,79,19.058049786687402
1,80,18.035908070168336
1,81,16.874331348148132
1,82,15.558764521167449
1,83,14.10814353739288
1,84,12.586441937358735
1,85,11.105443272520391
1,86,9.81684136201399
1,87,8.893840383395277
1,88,8.504846252993103
1,89,8.781845543073567
1,90,9.78598093407827
1,91,11.478531926032593
1,92,13.71125910727117
1,93,16.245642729792884
1,94,18.799274057901485
1,95,21.10681525315017
1,96,22.974867681954915
1,97,24.311470412637153
1,98,25.12384467986522
1,99,25.491568644001873
2,0,22.857870886132634
2,1,21.955867588738943
2,2,20.837909255009713
2,3,19.501058825767373
2,4,17.97937937488327
2,5,16.33993861206462
2,6,14.670188831626234
2,7,13.062515365151157
2,8,11.599901649560094
2,9,10.343263646002502
2,10,9.321094900688108
2,11,8.524380292825724
2,12,7.909442952483487
2,13,7.4082734835497295
2,14,6.943714912557482
2,15,6.4466991574629136
2,16,5.871343116800226
2,17,5.2020561431346914
2,18,4.450161758718222
2,19,3.643621439886938
2,20,2.8148042548875094
2,21,1.9889088204513055
2,22,1.1755694079165464
2,23,0.3671208671803339
2,24,-0.4550342329073825
2,25,-1.3086777854721563
2,26,-2.200098188508482
2,27,-3.120880836392862
2,28,-4.0534479424692496
2,29,-4.981761839618359
2,30,-5.902691925419552
2,31,-6.833809254846668
2,32,-7.812819017430798
2,33,-8.884365920748202
2,34,-10.074279479870414
2,35,-11.358698561250929
2,36,-12.641249260599952
2,37,-13.751141264965959
2,38,-14.467512485333534
2,39,-14.56487520700629
2,40,-13.868577633485687
2,41,-12.307897581173998
2,42,-9.951363839562173
2,43,-7.007798071203321
2,44,-3.7869744589888
2,45,-0.6316758430931158
2,46,2.1548934705427123
2,47,4.362843132906858
2,48,5.898151705721651
2,49,6.775504302144736
2,50,7.0909291277311635
2,51,6.984508783628278
2,52,6.60183580460006
2,53,6.062924371218616
2,54,5.445904369979169
2,55,4.786001051630172
2,56,4.083975025240508
2,57,3.3195655253727496
2,58,2.4686536995971657
2,59,1.5195146272678035
2,60,0.47957470471616875
2,61,-0.6299006056975388
2,62,-1.7828033911408379
2,63,-2.950945918222356
2,64,-4.099380693904918
2,65,-5.181086040037474
2,66,-6.139326090483073
2,67,-6.920526431363947
2,68,-7.491258223019632
2,69,-7.8490115779632434
2,70,-8.022153109091803
2,71,-8.062066273405495
2,72,-8.032425407294493
2,73,-7.998369374155048
2,74,-8.016025719304796
2,75,-8.12281460244148
2,76,-8.331755923500205
2,77,-8.633655044193812
2,78,-9.005739206996019
2,79,-9.420465186217557
2,80,-9.85044787679449
2,81,-10.27075125626818
2,82,-10.661746175695582
2,83,-11.014147837024607
2,84,-11.334806776676237
2,85,-11.649079193747466
2,86,-11.996109015755753
2,87,-12.417949736582358
2,88,-12.947480995527668
2,89,-13.599219170555854
2,90,-14.36349608013793
2,91,-15.202475958558269
2,92,-16.046867967547932
2,93,-16.793719354535625
2,94,-17.307475538708893
