Time-stamp,Pressure_cuff_signal,Signal_2
19.009,11440,44295
19.01,11440,44295
19.011,11408,44287
19.012,11456,44319
19.013,11408,44287
19.014,11440,44279
19.015,11472,44311
19.016,11440,44311
19.017,11424,44295
19.018,11456,44263
19.019,11440,44303
19.02,11440,44335
19.021,11408,44287
19.022,11424,44279
19.023,11456,44303
19.024,11440,44295
19.025,11440,44303
19.026,11456,44287
19.027,11408,44287
19.028,11440,44327
19.029,11424,44295
19.03,11456,44287
19.031,11488,44279
19.032,11440,44327
19.033,11424,44295
19.034,11408,44279
19.035,11440,44271
19.036,11456,44287
19.037,11440,44303
19.038,11472,44311
19.039,11472,44287
19.04,11424,44319
19.041,11408,44287
19.042,11440,44295
19.043,11424,44279
19.044,11440,44279
19.045,11456,44287
19.046,11408,44271
19.047,11440,44279
19.048,11440,44271
19.049,11424,44303
19.05,11440,44279
19.051,11472,44295
19.052,11440,44279
19.053,11472,44263
19.054,11472,44279
19.055,11440,44263
19.056,11472,44287
19.057,11424,44263
19.058,11424,44263
19.059,11408,44287
19.06,11472,44279
19.061,11440,44271
19.062,11440,44287
19.063,11440,44295
19.064,11424,44263
19.065,11440,44263
19.066,11440,44271
19.067,11472,44295
19.068,11456,44319
19.069,11424,44295
19.07,11408,44271
19.071,11424,44303
19.072,11456,44279
19.073,11408,44311
19.074,11440,44319
19.075,11440,44279
19.076,11424,44295
19.077,11456,44295
19.078,11456,44327
19.079,11440,44311
19.08,11456,44311
19.081,11488,44319
19.082,11440,44303
19.083,11440,44327
19.084,11456,44335
19.085,11440,44343
19.086,11456,44327
19.087,11456,44319
19.088,11408,44335
19.089,11440,44351
19.09,11440,44327
19.091,11440,44351
19.092,11424,44343
19.093,11440,44343
19.094,11440,44351
19.095,11456,44319
19.096,11440,44383
19.097,11440,44367
19.098,11408,44383
19.099,11440,44351
19.1,11472,44367
19.101,11424,44367
19.102,11440,44383
19.103,11440,44391
19.104,11440,44375
19.105,11440,44399
19.106,11440,44383
19.107,11472,44407
19.108,11440,44383
19.109,11456,44391
19.11,11440,44431
19.111,11408,44423
19.112,11440,44423
19.113,11440,44407
19.114,11440,44447
19.115,11408,44439
19.116,11440,44415
19.117,11408,44399
19.118,11472,44439
19.119,11440,44439
19.12,11472,44431
19.121,11440,44455
19.122,11472,44431
19.123,11472,44431
19.124,11408,44407
19.125,11456,44447
19.126,11440,44415
19.127,11440,44431
19.128,11472,44447
19.129,11440,44407
19.13,11440,44415
19.131,11424,44439
19.132,11440,44439
19.133,11440,44439
19.134,11424,44431
19.135,11440,44455
19.136,11440,44439
19.137,11440,44471
19.138,11472,44447
19.139,11472,44439
19.14,11456,44463
19.141,11440,44471
19.142,11424,44463
19.143,11440,44447
19.144,11440,44455
19.145,11472,44455
19.146,11456,44471
19.147,11456,44463
19.148,11440,44463
19.149,11456,44471
19.15,11408,44447
19.151,11440,44479
19.152,11456,44463
19.153,11424,44471
19.154,11424,44479
19.155,11424,44463
19.156,11456,44479
19.157,11440,44447
19.158,11440,44463
19.159,11472,44479
19.16,11456,44471
19.161,11440,44463
19.162,11408,44455
19.163,11440,44487
19.164,11440,44487
19.165,11440,44487
19.166,11456,44503
19.167,11440,44479
19.168,11440,44495
19.169,11440,44495
19.17,11440,44487
19.171,11440,44487
19.172,11440,44463
19.173,11472,44495
19.174,11440,44479
19.175,11408,44479
19.176,11472,44487
19.177,11408,44463
19.178,11408,44463
19.179,11408,44495
19.18,11408,44503
19.181,11456,44503
19.182,11440,44503
19.183,11472,44471
19.184,11424,44487
19.185,11440,44511
19.186,11424,44495
19.187,11408,44503
19.188,11456,44503
19.189,11456,44495
19.19,11424,44503
19.191,11472,44479
19.192,11424,44463
19.193,11424,44471
19.194,11440,44471
19.195,11440,44487
19.196,11440,44495
19.197,11440,44503
19.198,11440,44495
19.199,11440,44487
19.2,11440,44495
19.201,11440,44479
19.202,11408,44471
19.203,11456,44503
19.204,11440,44471
19.205,11456,44495
19.206,11424,44471
19.207,11408,44487
19.208,11440,44495
19.209,11440,44479
19.21,11440,44495
19.211,11424,44479
19.212,11440,44471
19.213,11424,44487
19.214,11456,44463
19.215,11472,44495
19.216,11440,44503
19.217,11440,44487
19.218,11440,44495
19.219,11424,44487
19.22,11440,44495
19.221,11456,44479
19.222,11440,44495
19.223,11472,44487
19.224,11440,44511
19.225,11440,44479
19.226,11408,44479
19.227,11440,44487
19.228,11424,44495
19.229,11440,44455
19.23,11440,44479
19.231,11472,44479
19.232,11440,44471
19.233,11440,44479
19.234,11440,44479
19.235,11440,44471
19.236,11504,44471
19.237,11456,44463
19.238,11440,44495
19.239,11440,44479
19.24,11440,44495
19.241,11440,44471
19.242,11472,44471
19.243,11472,44463
19.244,11440,44463
19.245,11440,44471
19.246,11424,44471
19.247,11440,44431
19.248,11440,44487
19.249,11424,44471
19.25,11440,44463
19.251,11440,44487
19.252,11440,44463
19.253,11472,44471
19.254,11424,44439
19.255,11472,44455
19.256,11440,44455
19.257,11408,44455
19.258,11440,44455
19.259,11440,44447
19.26,11440,44455
19.261,11440,44463
19.262,11472,44447
19.263,11456,44439
19.264,11504,44439
19.265,11472,44455
19.266,11440,44487
19.267,11472,44431
19.268,11408,44479
19.269,11424,44439
19.27,11408,44439
19.271,11440,44447
19.272,11440,44439
19.273,11440,44447
19.274,11440,44455
19.275,11440,44431
19.276,11440,44439
19.277,11456,44455
19.278,11440,44479
19.279,11440,44439
19.28,11424,44439
19.281,11440,44439
19.282,11440,44455
19.283,11472,44455
19.284,11472,44423
19.285,11440,44439
19.286,11440,44423
19.287,11456,44431
19.288,11440,44439
19.289,11440,44415
19.29,11424,44431
19.291,11440,44439
19.292,11456,44431
19.293,11440,44399
19.294,11408,44399
19.295,11456,44447
19.296,11408,44431
19.297,11440,44431
19.298,11440,44431
19.299,11456,44391
19.3,11424,44439
19.301,11440,44423
19.302,11440,44407
19.303,11440,44415
19.304,11488,44439
19.305,11440,44415
19.306,11408,44407
19.307,11440,44407
19.308,11440,44423
19.309,11440,44383
19.31,11424,44423
19.311,11472,44415
19.312,11440,44415
19.313,11408,44423
19.314,11440,44415
19.315,11440,44399
19.316,11440,44407
19.317,11408,44415
19.318,11440,44399
19.319,11424,44415
19.32,11440,44407
19.321,11440,44391
19.322,11440,44391
19.323,11440,44399
19.324,11456,44407
19.325,11440,44391
19.326,11408,44399
19.327,11424,44391
19.328,11440,44391
19.329,11392,44391
19.33,11440,44391
19.331,11440,44415
19.332,11472,44383
19.333,11440,44399
19.334,11456,44399
19.335,11440,44375
19.336,11440,44383
19.337,11440,44399
19.338,11408,44383
19.339,11472,44391
19.34,11440,44383
19.341,11408,44375
19.342,11440,44383
19.343,11440,44367
19.344,11456,44375
19.345,11456,44391
19.346,11456,44375
19.347,11440,44375
19.348,11408,44375
19.349,11440,44375
19.35,11408,44391
19.351,11440,44343
19.352,11456,44383
19.353,11440,44407
19.354,11440,44383
19.355,11440,44375
19.356,11440,44359
19.357,11440,44383
19.358,11408,44407
19.359,11472,44367
19.36,11440,44359
19.361,11440,44391
19.362,11472,44367
19.363,11472,44391
19.364,11440,44359
19.365,11456,44383
19.366,11472,44383
19.367,11472,44367
19.368,11440,44359
19.369,11424,44359
19.37,11440,44375
19.371,11440,44383
19.372,11408,44375
19.373,11472,44367
19.374,11472,44359
19.375,11456,44351
19.376,11408,44367
19.377,11456,44359
19.378,11440,44375
19.379,11456,44367
19.38,11424,44375
19.381,11440,44359
19.382,11456,44343
19.383,11440,44375
19.384,11440,44359
19.385,11424,44351
19.386,11440,44359
19.387,11456,44327
19.388,11472,44343
19.389,11440,44383
19.39,11440,44367
19.391,11440,44351
19.392,11440,44383
19.393,11440,44351
19.394,11440,44375
19.395,11440,44359
19.396,11440,44343
19.397,11440,44375
19.398,11408,44359
19.399,11440,44375
19.4,11440,44359
19.401,11440,44367
19.402,11440,44351
19.403,11456,44367
19.404,11440,44335
19.405,11440,44359
19.406,11424,44359
19.407,11472,44367
19.408,11440,44359
19.409,11456,44335
19.41,11440,44351
19.411,11440,44375
19.412,11456,44375
19.413,11440,44359
19.414,11456,44383
19.415,11440,44335
19.416,11456,44359
19.417,11440,44351
19.418,11424,44375
19.419,11424,44335
19.42,11440,44351
19.421,11408,44351
19.422,11424,44335
19.423,11440,44343
19.424,11440,44367
19.425,11424,44319
19.426,11440,44351
19.427,11472,44359
19.428,11472,44319
19.429,11440,44335
19.43,11472,44359
19.431,11456,44359
19.432,11424,44343
19.433,11472,44351
19.434,11440,44351
19.435,11440,44351
19.436,11440,44367
19.437,11408,44335
19.438,11472,44343
19.439,11440,44343
19.44,11440,44351
19.441,11440,44351
19.442,11472,44367
19.443,11392,44319
19.444,11440,44343
19.445,11472,44359
19.446,11440,44359
19.447,11440,44335
19.448,11456,44359
19.449,11440,44343
19.45,11440,44343
19.451,11440,44359
19.452,11456,44335
19.453,11472,44351
19.454,11440,44351
19.455,11440,44343
19.456,11488,44343
19.457,11440,44327
19.458,11472,44343
19.459,11440,44327
19.46,11440,44327
19.461,11440,44359
19.462,11440,44327
19.463,11472,44335
19.464,11440,44359
19.465,11440,44335
19.466,11440,44335
19.467,11440,44343
19.468,11408,44343
19.469,11456,44327
19.47,11440,44327
19.471,11440,44343
19.472,11408,44327
19.473,11424,44335
19.474,11440,44351
19.475,11440,44343
19.476,11472,44319
19.477,11504,44335
19.478,11424,44351
19.479,11440,44327
19.48,11472,44327
19.481,11408,44335
19.482,11440,44343
19.483,11376,44335
19.484,11440,44319
19.485,11440,44351
19.486,11424,44327
19.487,11440,44343
19.488,11456,44359
19.489,11440,44335
19.49,11408,44327
19.491,11440,44327
19.492,11440,44319
19.493,11472,44303
19.494,11424,44327
19.495,11424,44335
19.496,11440,44327
19.497,11408,44343
19.498,11440,44295
19.499,11440,44311
19.5,11440,44351
19.501,11440,44343
19.502,11440,44327
19.503,11440,44319
19.504,11440,44319
19.505,11440,44335
19.506,11472,44327
19.507,11424,44343
19.508,11440,44351
19.509,11456,44327
19.51,11440,44327
19.511,11440,44327
19.512,11504,44319
19.513,11440,44303
19.514,11408,44335
19.515,11440,44319
19.516,11440,44311
19.517,11440,44319
19.518,11424,44311
19.519,11440,44311
19.52,11456,44311
19.521,11440,44327
19.522,11440,44343
19.523,11472,44335
19.524,11456,44311
19.525,11440,44303
19.526,11440,44295
19.527,11408,44327
19.528,11440,44311
19.529,11456,44319
19.53,11440,44311
19.531,11408,44303
19.532,11472,44311
19.533,11472,44311
19.534,11456,44303
19.535,11376,44327
19.536,11440,44311
19.537,11408,44327
19.538,11440,44319
19.539,11440,44319
19.54,11408,44295
19.541,11472,44287
19.542,11440,44303
19.543,11440,44295
19.544,11408,44303
19.545,11424,44311
19.546,11424,44303
19.547,11440,44287
19.548,11440,44295
19.549,11424,44303
19.55,11424,44303
19.551,11456,44295
19.552,11472,44295
19.553,11424,44287
19.554,11440,44303
19.555,11440,44287
19.556,11440,44295
19.557,11440,44279
19.558,11472,44311
19.559,11440,44279
19.56,11440,44287
19.561,11440,44303
19.562,11440,44271
19.563,11568,44303
19.564,11440,44287
19.565,11440,44295
19.566,11456,44303
19.567,11440,44295
19.568,11440,44295
19.569,11456,44279
19.57,11472,44287
19.571,11408,44319
19.572,11472,44263
19.573,11440,44271
19.574,11424,44303
19.575,11440,44279
19.576,11392,44287
19.577,11408,44279
19.578,11440,44295
19.579,11440,44271
19.58,11424,44271
19.581,11472,44271
19.582,11440,44287
19.583,11440,44271
19.584,11440,44287
19.585,11440,44271
19.586,11408,44271
19.587,11456,44271
19.588,11440,44271
19.589,11424,44255
19.59,11472,44279
19.591,11424,44263
19.592,11424,44271
19.593,11440,44295
19.594,11408,44263
19.595,11456,44263
19.596,11424,44263
19.597,11424,44295
19.598,11472,44279
19.599,11440,44255
19.6,11440,44279
19.601,11472,44247
19.602,11440,44263
19.603,11472,44295
19.604,11440,44279
19.605,11424,44271
19.606,11408,44271
19.607,11456,44287
19.608,11424,44263
19.609,11456,44279
19.61,11440,44263
19.611,11472,44255
19.612,11424,44279
19.613,11456,44279
19.614,11440,44271
19.615,11408,44231
19.616,11440,44271
19.617,11440,44271
19.618,11440,44247
19.619,11424,44279
19.62,11456,44255
19.621,11456,44255
19.622,11440,44271
19.623,11456,44263
19.624,11440,44255
19.625,11440,44255
19.626,11440,44263
19.627,11440,44263
19.628,11424,44263
19.629,11440,44239
19.63,11456,44271
19.631,11440,44263
19.632,11440,44263
19.633,11440,44255
19.634,11424,44271
19.635,11440,44263
19.636,11440,44247
19.637,11424,44255
19.638,11408,44263
19.639,11440,44263
19.64,11456,44239
19.641,11440,44287
19.642,11440,44247
19.643,11440,44231
19.644,11440,44247
19.645,11440,44231
19.646,11472,44263
19.647,11456,44279
19.648,11440,44271
19.649,11488,44287
19.65,11456,44287
19.651,11392,44255
19.652,11408,44271
19.653,11472,44287
19.654,11440,44263
19.655,11440,44263
19.656,11408,44271
19.657,11440,44271
19.658,11440,44287
19.659,11440,44287
19.66,11456,44287
19.661,11504,44287
19.662,11440,44263
19.663,11440,44303
19.664,11440,44311
19.665,11408,44295
19.666,11440,44295
19.667,11456,44311
19.668,11440,44327
19.669,11440,44295
19.67,11440,44319
19.671,11472,44327
19.672,11456,44319
19.673,11440,44311
19.674,11440,44303
19.675,11440,44351
19.676,11456,44359
19.677,11456,44343
19.678,11424,44359
19.679,11424,44335
19.68,11440,44351
19.681,11440,44359
19.682,11440,44343
19.683,11440,44383
19.684,11440,44359
19.685,11440,44383
19.686,11456,44367
19.687,11440,44375
19.688,11456,44391
19.689,11472,44383
19.69,11472,44383
19.691,11472,44399
19.692,11440,44383
19.693,11440,44399
19.694,11456,44359
19.695,11440,44383
19.696,11456,44407
19.697,11440,44391
19.698,11456,44399
19.699,11424,44391
19.7,11472,44423
19.701,11440,44407
19.702,11440,44423
19.703,11456,44431
19.704,11472,44423
19.705,11424,44431
19.706,11440,44455
19.707,11456,44399
19.708,11472,44447
19.709,11456,44431
19.71,11424,44431
19.711,11424,44423
19.712,11440,44431
19.713,11440,44431
19.714,11424,44439
19.715,11440,44439
19.716,11392,44439
19.717,11504,44439
19.718,11440,44431
19.719,11440,44423
19.72,11440,44431
19.721,11472,44455
19.722,11440,44463
19.723,11472,44455
19.724,11472,44447
19.725,11408,44447
19.726,11440,44455
19.727,11440,44447
19.728,11456,44439
19.729,11392,44463
19.73,11424,44455
19.731,11440,44463
19.732,11472,44463
19.733,11424,44455
19.734,11440,44471
19.735,11472,44447
19.736,11440,44447
19.737,11456,44479
19.738,11424,44471
19.739,11440,44471
19.74,11424,44471
19.741,11408,44463
19.742,11424,44479
19.743,11456,44463
19.744,11440,44487
19.745,11440,44479
19.746,11408,44479
19.747,11456,44447
19.748,11440,44471
19.749,11440,44479
19.75,11472,44471
19.751,11440,44471
19.752,11456,44487
19.753,11408,44479
19.754,11408,44463
19.755,11440,44471
19.756,11472,44479
19.757,11152,44463
19.758,11424,44471
19.759,11440,44479
19.76,11472,44471
19.761,11440,44471
19.762,11440,44487
19.763,11472,44455
19.764,11456,44487
19.765,11408,44463
19.766,11424,44495
19.767,11456,44479
19.768,11440,44447
19.769,11440,44463
19.77,11456,44479
19.771,11472,44487
19.772,11424,44471
19.773,11440,44503
19.774,11408,44447
19.775,11440,44479
19.776,11456,44487
19.777,11472,44487
19.778,11472,44479
19.779,11392,44495
19.78,11456,44463
19.781,11440,44463
19.782,11472,44479
19.783,11440,44511
19.784,11440,44463
19.785,11456,44503
19.786,11392,44455
19.787,11408,44479
19.788,11472,44495
19.789,11456,44495
19.79,11472,44503
19.791,11440,44479
19.792,11456,44487
19.793,11472,44487
19.794,11440,44487
19.795,11472,44463
19.796,11456,44471
19.797,11408,44463
19.798,11440,44455
19.799,11440,44479
19.8,11408,44487
19.801,11440,44487
19.802,11472,44495
19.803,11440,44503
19.804,11440,44471
19.805,11408,44487
19.806,11424,44479
19.807,11440,44439
19.808,11456,44479
19.809,11440,44479
19.81,11504,44487
19.811,11440,44471
19.812,11440,44479
19.813,11472,44471
19.814,11424,44471
19.815,11408,44503
19.816,11440,44455
19.817,11456,44463
19.818,11440,44471
19.819,11440,44463
19.82,11456,44463
19.821,11472,44463
19.822,11424,44495
19.823,11440,44463
19.824,11424,44439
19.825,11408,44439
19.826,11456,44471
19.827,11440,44447
19.828,11440,44447
19.829,11424,44471
19.83,11440,44447
19.831,11440,44439
19.832,11440,44455
19.833,11440,44447
19.834,11456,44447
19.835,11440,44471
19.836,11472,44463
19.837,11408,44463
19.838,11440,44439
19.839,11456,44463
19.84,11456,44455
19.841,11440,44431
19.842,11408,44439
19.843,11408,44439
19.844,11440,44455
19.845,11456,44455
19.846,11472,44415
19.847,11456,44471
19.848,11472,44447
19.849,11472,44447
19.85,11440,44455
19.851,11456,44423
19.852,11440,44407
19.853,11408,44439
19.854,11440,44431
19.855,11456,44455
19.856,11440,44431
19.857,11440,44439
19.858,11440,44407
19.859,11456,44439
19.86,11440,44439
19.861,11440,44415
19.862,11440,44423
19.863,11456,44423
19.864,11440,44447
19.865,11424,44439
19.866,11440,44399
19.867,11440,44439
19.868,11440,44407
19.869,11408,44415
19.87,11408,44431
19.871,11440,44415
19.872,11440,44407
19.873,11440,44407
19.874,11440,44415
19.875,11440,44407
19.876,11472,44399
19.877,11424,44415
19.878,11440,44391
19.879,11440,44399
19.88,11408,44415
19.881,11456,44399
19.882,11440,44431
19.883,11440,44399
19.884,11440,44423
19.885,11456,44407
19.886,11456,44383
19.887,11408,44391
19.888,11456,44399
19.889,11440,44391
19.89,11472,44383
19.891,11440,44407
19.892,11456,44391
19.893,11440,44391
19.894,11424,44383
19.895,11440,44359
19.896,11440,44375
19.897,11440,44383
19.898,11440,44359
19.899,11456,44383
19.9,11440,44391
19.901,11456,44391
19.902,11472,44399
19.903,11456,44391
19.904,11472,44383
19.905,11456,44375
19.906,11456,44391
19.907,11440,44391
19.908,11440,44383
19.909,11456,44375
19.91,11408,44383
19.911,11456,44391
19.912,11456,44367
19.913,11440,44367
19.914,11424,44367
19.915,11440,44391
19.916,11472,44383
19.917,11440,44375
19.918,11424,44383
19.919,11440,44359
19.92,11440,44359
19.921,11440,44383
19.922,11440,44391
19.923,11408,44375
19.924,11392,44375
19.925,11440,44407
19.926,11456,44375
19.927,11440,44351
19.928,11440,44375
19.929,11472,44351
19.93,11408,44375
19.931,11456,44359
19.932,11408,44359
19.933,11408,44359
19.934,11440,44359
19.935,11424,44351
19.936,11440,44359
19.937,11456,44335
19.938,11440,44351
19.939,11392,44351
19.94,11472,44375
19.941,11440,44343
19.942,11472,44375
19.943,11472,44343
19.944,11440,44335
19.945,11472,44375
19.946,11440,44335
19.947,11440,44335
19.948,11472,44367
19.949,11472,44335
19.95,11440,44359
19.951,11456,44343
19.952,11456,44351
19.953,11408,44343
19.954,11472,44351
19.955,11408,44327
19.956,11456,44351
19.957,11456,44335
19.958,11440,44327
19.959,11440,44327
19.96,11376,44343
19.961,11456,44343
19.962,11472,44343
19.963,11456,44335
19.964,11440,44343
19.965,11456,44351
19.966,11488,44319
19.967,11440,44343
19.968,11472,44351
19.969,11440,44343
19.97,11440,44351
19.971,11456,44335
19.972,11440,44335
19.973,11424,44319
19.974,11440,44359
19.975,11456,44343
19.976,11488,44335
19.977,11440,44359
19.978,11424,44351
19.979,11440,44367
19.98,11440,44311
19.981,11472,44319
19.982,11440,44335
19.983,11440,44319
19.984,11440,44335
19.985,11424,44335
19.986,11440,44343
19.987,11472,44367
19.988,11440,44351
19.989,11472,44351
19.99,11440,44335
19.991,11408,44335
19.992,11456,44367
19.993,11472,44351
19.994,11440,44359
19.995,11424,44343
19.996,11440,44359
19.997,11456,44343
19.998,11472,44343
19.999,11440,44351
20,11440,44343
20.001,11440,44327
20.002,11424,44359
20.003,11440,44343
20.004,11456,44343
20.005,11456,44343
20.006,11440,44335
20.007,11440,44335
20.008,11456,44327
20.009,11408,44327
20.01,11456,44351
20.011,11472,44359
20.012,11440,44351
20.013,11424,44335
20.014,11440,44311
20.015,11456,44327
20.016,11440,44327
20.017,11440,44303
20.018,11440,44327
20.019,11440,44311
20.02,11440,44303
20.021,11440,44327
20.022,11440,44335
20.023,11456,44343
20.024,11456,44351
20.025,11424,44311
20.026,11408,44335
20.027,11440,44327
20.028,11440,44327
20.029,11440,44335
20.03,11440,44335
20.031,11456,44319
20.032,11408,44327
20.033,11440,44311
20.034,11440,44303
20.035,11456,44335
20.036,11424,44343
20.037,11472,44303
20.038,11408,44351
20.039,11424,44319
20.04,11440,44319
20.041,11440,44311
20.042,11408,44319
20.043,11408,44319
20.044,11504,44327
20.045,11440,44327
20.046,11440,44319
20.047,11440,44319
20.048,11472,44295
20.049,11424,44311
20.05,11472,44319
20.051,11440,44303
20.052,11472,44303
20.053,11440,44295
20.054,11424,44295
20.055,11440,44319
20.056,11424,44319
20.057,11440,44311
20.058,11440,44319
20.059,11408,44303
20.06,11440,44295
20.061,11472,44303
20.062,11440,44311
20.063,11440,44303
20.064,11440,44295
20.065,11424,44319
20.066,11440,44295
20.067,11440,44311
20.068,11440,44295
20.069,11472,44311
20.07,11440,44303
20.071,11440,44327
20.072,11456,44287
20.073,11440,44311
20.074,11440,44303
20.075,11424,44303
20.076,11456,44303
20.077,11440,44319
20.078,11440,44295
20.079,11440,44335
20.08,11440,44311
20.081,11456,44295
20.082,11424,44295
20.083,11456,44295
20.084,11424,44287
20.085,11472,44303
20.086,11456,44295
20.087,11440,44303
20.088,11456,44319
20.089,11440,44303
20.09,11440,44303
20.091,11440,44335
20.092,11440,44295
20.093,11472,44319
20.094,11440,44319
20.095,11408,44295
20.096,11440,44287
20.097,11472,44295
20.098,11408,44287
20.099,11440,44311
20.1,11472,44295
20.101,11440,44303
20.102,11472,44295
20.103,11440,44303
20.104,11440,44295
20.105,11440,44295
20.106,11440,44303
20.107,11392,44287
20.108,11440,44287
20.109,11440,44311
20.11,11408,44271
20.111,11440,44303
20.112,11408,44295
20.113,11440,44295
20.114,11440,44303
20.115,11424,44295
20.116,11440,44271
20.117,11424,44303
20.118,11408,44295
20.119,11408,44287
20.12,11440,44271
20.121,11408,44287
20.122,11440,44295
20.123,11440,44287
20.124,11408,44303
20.125,11472,44263
20.126,11456,44287
20.127,11456,44295
20.128,11456,44295
20.129,11440,44287
20.13,11408,44279
20.131,11408,44303
20.132,11440,44287
20.133,11456,44279
20.134,11408,44279
20.135,11440,44279
20.136,11408,44279
20.137,11440,44271
20.138,11440,44271
20.139,11456,44271
20.14,11440,44271
20.141,11472,44287
20.142,11472,44271
20.143,11424,44263
20.144,11440,44255
20.145,11408,44287
20.146,11440,44295
20.147,11472,44287
20.148,11440,44287
20.149,11472,44279
20.15,11408,44295
20.151,11440,44279
20.152,11440,44255
20.153,11456,44247
20.154,11440,44271
20.155,11440,44271
20.156,11472,44263
20.157,11456,44247
20.158,11440,44263
20.159,11472,44255
20.16,11440,44263
20.161,11440,44263
20.162,11408,44271
20.163,11440,44263
20.164,11488,44247
20.165,11440,44271
20.166,11424,44247
20.167,11440,44247
20.168,11440,44247
20.169,11440,44263
20.17,11472,44223
20.171,11408,44255
20.172,11440,44271
20.173,11408,44263
20.174,11440,44271
20.175,11408,44231
20.176,11440,44239
20.177,11440,44231
20.178,11456,44231
20.179,11440,44223
20.18,11472,44207
20.181,11440,44247
20.182,11408,44247
20.183,11440,44207
20.184,11440,44239
20.185,11472,44247
20.186,11440,44231
20.187,11456,44231
20.188,11440,44223
20.189,11440,44247
20.19,11456,44255
20.191,11472,44239
20.192,11456,44263
20.193,11440,44239
20.194,11440,44223
20.195,11440,44223
20.196,11440,44231
20.197,11440,44231
20.198,11424,44231
20.199,11472,44239
20.2,11440,44247
20.201,11408,44223
20.202,11424,44231
20.203,11424,44215
20.204,11440,44231
20.205,11440,44215
20.206,11456,44223
20.207,11408,44223
20.208,11472,44223
20.209,11472,44239
20.21,11440,44239
20.211,11424,44247
20.212,11424,44255
20.213,11424,44231
20.214,11440,44239
20.215,11440,44223
20.216,11440,44223
20.217,11472,44239
20.218,11440,44255
20.219,11440,44231
20.22,11472,44247
20.221,11424,44231
20.222,11408,44231
20.223,11440,44239
20.224,11440,44255
20.225,11408,44231
20.226,11440,44223
20.227,11440,44255
20.228,11440,44231
20.229,11440,44247
20.23,11472,44263
20.231,11456,44263
20.232,11440,44255
20.233,11424,44239
20.234,11440,44255
20.235,11440,44279
20.236,11424,44279
20.237,11456,44263
20.238,11440,44247
20.239,11472,44263
20.24,11456,44271
20.241,11472,44271
20.242,11488,44263
20.243,11440,44271
20.244,11440,44271
20.245,11472,44279
20.246,11488,44303
20.247,11472,44279
20.248,11440,44319
20.249,11440,44311
20.25,11440,44279
20.251,11440,44311
20.252,11440,44311
20.253,11440,44351
20.254,11456,44327
20.255,11440,44327
20.256,11472,44335
20.257,11408,44335
20.258,11440,44327
20.259,11472,44351
20.26,11408,44335
20.261,11424,44367
20.262,11440,44359
20.263,11440,44351
20.264,11408,44375
20.265,11424,44367
20.266,11440,44375
20.267,11424,44367
20.268,11440,44375
20.269,11456,44375
20.27,11440,44351
20.271,11440,44383
20.272,11440,44375
20.273,11424,44399
20.274,11440,44383
20.275,11424,44399
20.276,11440,44415
20.277,11408,44399
20.278,11440,44415
20.279,11408,44407
20.28,11440,44399
20.281,11408,44407
20.282,11440,44423
20.283,11456,44407
20.284,11440,44431
20.285,11440,44407
20.286,11440,44407
20.287,11440,44439
20.288,11440,44439
20.289,11440,44431
20.29,11408,44431
20.291,11472,44447
20.292,11440,44431
20.293,11440,44439
20.294,11472,44431
20.295,11440,44439
20.296,11440,44423
20.297,11472,44407
20.298,11456,44431
20.299,11456,44447
20.3,11440,44463
20.301,11456,44431
20.302,11472,44447
20.303,11440,44439
20.304,11456,44455
20.305,11440,44463
20.306,11440,44455
20.307,11472,44439
20.308,11440,44455
20.309,11456,44463
20.31,11440,44447
20.311,11456,44455
20.312,11440,44447
20.313,11440,44447
20.314,11408,44455
20.315,11440,44463
20.316,11456,44439
20.317,11440,44463
20.318,11440,44447
20.319,11472,44463
20.32,11440,44455
20.321,11472,44479
20.322,11440,44455
20.323,11456,44479
20.324,11456,44455
20.325,11408,44455
20.326,11424,44471
20.327,11440,44471
20.328,11440,44471
20.329,11472,44479
20.33,11440,44495
20.331,11424,44487
20.332,11440,44479
20.333,11440,44479
20.334,11440,44479
20.335,11440,44495
20.336,11440,44471
20.337,11440,44495
20.338,11392,44455
20.339,11424,44479
20.34,11440,44463
20.341,11456,44479
20.342,11424,44487
20.343,11440,44495
20.344,11456,44487
20.345,11408,44463
20.346,11472,44471
20.347,11440,44487
20.348,11472,44479
20.349,11440,44479
20.35,11440,44471
20.351,11472,44503
20.352,11472,44495
20.353,11408,44479
20.354,11408,44503
20.355,11456,44463
20.356,11456,44479
20.357,11440,44495
20.358,11440,44487
20.359,11440,44495
20.36,11472,44471
20.361,11440,44471
20.362,11440,44487
20.363,11472,44479
20.364,11440,44495
20.365,11440,44471
20.366,11440,44463
20.367,11408,44471
20.368,11456,44471
20.369,11440,44479
20.37,11408,44479
20.371,11424,44495
20.372,11504,44487
20.373,11440,44495
20.374,11440,44495
20.375,11456,44487
20.376,11440,44479
20.377,11440,44495
20.378,11440,44471
20.379,11440,44463
20.38,11408,44487
20.381,11440,44471
20.382,11392,44439
20.383,11440,44487
20.384,11408,44487
20.385,11440,44471
20.386,11472,44479
20.387,11424,44471
20.388,11440,44479
20.389,11440,44471
20.39,11424,44495
20.391,11408,44503
20.392,11408,44471
20.393,11488,44471
20.394,11456,44471
20.395,11440,44463
20.396,11456,44463
20.397,11408,44471
20.398,11440,44471
20.399,11456,44463
20.4,11440,44463
20.401,11440,44479
20.402,11440,44447
20.403,11440,44431
20.404,11424,44479
20.405,11440,44455
