Time-stamp,Pressure_Cuff_Signal,Green_PPG_Signal,iR_signal,Red_Signal,FSR
20.963,11456,30192,52791,43719,3464
20.964,11424,30256,52767,43703,3463
20.965,11440,30256,52775,43703,3466
0.001,11440,30256,52767,43711,3479
20.966,11456,30288,52775,43727,3445
20.967,11440,30256,52791,43711,3467
20.968,11472,30176,52791,43727,3467
0.001,11424,30192,52799,43727,3464
20.969,11456,30256,52775,43719,3473
20.97,11472,30192,52791,43735,3448
20.971,11568,30272,52791,43751,3464
0.001,11472,30272,52807,43759,3469
20.972,11472,30272,52807,43791,3467
20.973,11440,30288,52815,43775,3455
20.974,11440,30256,52815,43767,3455
0.001,11472,30256,52831,43767,3465
20.975,11440,30272,52799,43759,3467
20.976,11472,30256,52847,43759,3467
20.977,11440,30288,52815,43783,3461
0.001,11440,30288,52823,43767,3471
20.978,11456,30256,52799,43807,3471
20.979,11440,30272,52823,43791,3466
20.98,11472,30256,52815,43791,3469
0.001,11440,30272,52823,43775,3467
20.981,11472,30224,52807,43791,3462
20.982,11440,30288,52815,43767,3465
20.983,11424,30256,52831,43775,3471
0.001,11424,30256,52847,43807,3470
20.984,11440,30272,52823,43799,3461
20.985,11456,30256,52831,43823,3465
20.986,11440,30256,52839,43799,3468
0.001,11440,30288,52807,43791,3469
20.987,11440,30256,52847,43799,3478
20.988,11440,30256,52839,43807,3461
20.989,11408,30256,52839,43807,3469
0.001,11504,30272,52831,43791,3474
20.99,11440,30320,52839,43823,3477
20.991,11424,30320,52839,43791,3476
20.992,11472,30320,52823,43823,3461
0.001,11472,30320,52807,43799,3474
20.993,11440,30336,52855,43815,3473
20.994,11472,30288,52847,43799,3476
20.995,11440,30288,52823,43823,3473
0.001,11440,30288,52847,43807,3465
20.996,11408,30288,52823,43799,3475
20.997,11440,30288,52831,43807,3477
20.998,11440,30288,52839,43831,3473
0.001,11440,30272,52855,43831,3477
20.999,11456,30288,52871,43831,3465
21,11424,30320,52871,43823,3479
21.001,11424,30288,52831,43847,3476
0.001,11456,30256,52871,43847,3476
21.002,11440,30256,52847,43823,3478
21.003,11440,30304,52887,43839,3463
21.004,11408,30352,52847,43847,3473
0.001,11424,30384,52863,43847,3476
21.005,11392,30352,52871,43839,3475
21.006,11440,30352,52847,43855,3473
21.007,11440,30320,52855,43839,3451
0.001,11536,30352,52871,43855,3471
21.008,11472,30336,52871,43839,3479
21.009,11440,30352,52863,43831,3480
21.01,11472,30352,52839,43855,3456
0.001,11424,30320,52871,43839,3467
21.011,11440,30352,52863,43847,3478
21.012,11488,30352,52855,43855,3475
21.013,11456,30336,52879,43855,3477
0.001,11472,30320,52863,43863,3461
21.014,11440,30304,52871,43879,3473
21.015,11472,30336,52887,43847,3469
21.016,11440,30352,52871,43871,3475
0.001,11472,30384,52887,43871,3478
21.017,11472,30336,52871,43863,3463
21.018,11408,30400,52879,43879,3476
21.019,11440,30416,52871,43855,3477
0.001,11440,30416,52879,43895,3477
21.02,11440,30416,52879,43887,3479
21.021,11424,30384,52879,43887,3465
21.022,11472,30384,52855,43871,3497
0.001,11472,30384,52871,43879,3481
21.023,11440,30400,52895,43911,3480
21.024,11440,30400,52895,43895,3481
21.025,11424,30384,52871,43903,3439
0.001,11456,30384,52871,43895,3480
21.026,11472,30368,52863,43911,3479
21.027,11408,30400,52919,43903,3479
21.028,11440,30384,52887,43911,3480
0.001,11456,30384,52903,43911,3465
21.029,11440,30416,52903,43919,3481
21.03,11408,30448,52887,43911,3474
21.031,11440,30416,52903,43935,3473
0.001,11440,30448,52903,43935,3477
21.032,11472,30448,52919,43911,3464
21.033,11440,30448,52919,43951,3479
21.034,11456,30416,52919,43927,3480
0.001,11392,30416,52895,43959,3484
21.035,11456,30416,52903,43951,3465
21.036,11440,30384,52919,43959,3465
21.037,11456,30384,52911,43967,3481
0.001,11376,30416,52919,43943,3483
21.038,11456,30416,52911,43935,3480
21.039,11440,30400,52903,43959,3468
21.04,11456,30416,52927,43959,3479
0.001,11440,30400,52935,43951,3477
21.041,11440,30416,52911,43975,3477
21.042,11440,30416,52919,43959,3479
21.043,11440,30448,52927,43959,3467
0.001,11440,30512,52887,43943,3481
21.044,11456,30544,52935,43959,3482
21.045,11456,30528,52935,43951,3478
21.046,11424,30544,52919,43959,3479
0.001,11440,30512,52935,43935,3467
21.047,11440,30448,52919,43967,3481
21.048,11424,30416,52919,43935,3481
21.049,11456,30416,52919,43951,3483
0.001,11440,30448,52927,43967,3485
21.05,11472,30448,52935,43943,3467
21.051,11440,30448,52943,43959,3477
21.052,11440,30448,52919,43959,3481
0.001,11472,30400,52911,43951,3479
21.053,11408,30416,52927,43935,3485
21.054,11456,30416,52919,43983,3467
21.055,11440,30432,52935,43991,3481
0.001,11440,30544,52927,43975,3480
21.056,11472,30544,52919,43967,3448
21.057,11440,30592,52935,43975,3481
21.058,11456,30608,52911,43991,3467
0.001,11456,30592,52935,43943,3476
21.059,11472,30608,52943,43959,3480
21.06,11392,30608,52903,43983,3485
21.061,11440,30608,52919,43967,3485
0.001,11472,30608,52927,43951,3468
21.062,11472,30608,52927,43975,3478
21.063,11504,30544,52927,43951,3480
21.064,11440,30544,52943,43959,3480
0.001,11440,30448,52903,43967,3465
21.065,11440,30432,52903,43943,3478
21.066,11472,30432,52887,43951,3483
21.067,11440,30448,52919,43951,3483
0.001,11456,30448,52911,43951,3480
21.068,11456,30576,52903,43951,3469
21.069,11488,30624,52927,43959,3476
21.07,11424,30640,52903,43935,3482
0.001,11472,30608,52903,43943,3481
21.071,11440,30592,52927,43959,3482
21.072,11424,30624,52903,43943,3467
21.073,11472,30608,52911,43959,3485
0.001,11440,30608,52911,43935,3481
21.074,11456,30608,52919,43967,3475
21.075,11472,30592,52919,43943,3475
21.076,11456,30608,52903,43967,3463
0.001,11456,30576,52903,43967,3475
21.077,11408,30624,52927,43935,3475
21.078,11472,30512,52919,43935,3473
21.079,11456,30432,52895,43951,3475
0.001,11440,30432,52911,43935,3464
21.08,11440,30432,52895,43935,3455
21.081,11440,30592,52927,43919,3477
21.082,11440,30608,52919,43943,3477
0.001,11440,30608,52903,43951,3476
21.083,11440,30640,52911,43935,3469
21.084,11440,30608,52903,43951,3464
21.085,11456,30624,52903,43911,3475
0.001,11440,30608,52895,43943,3476
21.086,11440,30624,52895,43951,3476
21.087,11440,30608,52911,43943,3469
21.088,11456,30608,52879,43911,3468
0.001,11472,30592,52887,43903,3477
21.089,11424,30544,52903,43903,3478
21.09,11440,30512,52895,43895,3477
21.091,11456,30448,52879,43919,3465
0.001,11472,30448,52871,43903,3465
21.092,11440,30416,52911,43911,3483
21.093,11424,30416,52887,43871,3479
21.094,11536,30544,52911,43895,3480
0.001,11440,30560,52879,43911,3467
21.095,11456,30624,52903,43903,3467
21.096,11440,30608,52879,43911,3467
21.097,11440,30640,52903,43887,3475
0.001,11440,30608,52903,43895,3477
21.098,11424,30608,52895,43887,3463
21.099,11440,30624,52871,43887,3463
21.1,11456,30624,52863,43903,3477
0.001,11456,30576,52863,43887,3480
21.101,11456,30384,52863,43879,3476
21.102,11440,30576,52887,43879,3461
21.103,11440,30544,52887,43895,3478
0.001,11440,30512,52871,43879,3479
21.104,11440,30448,52871,43903,3477
21.105,11424,30448,52855,43879,3470
21.106,11424,30448,52871,43887,3445
0.001,11424,30448,52863,43879,3471
21.107,11440,30560,52887,43871,3471
21.108,11440,30608,52847,43887,3469
21.109,11440,30640,52847,43879,3476
0.001,11440,30608,52871,43887,3461
21.11,11440,30640,52879,43887,3468
21.111,11440,30640,52863,43863,3469
21.112,11440,30640,52847,43863,3477
0.001,11472,30640,52847,43855,3474
21.113,11392,30640,52855,43831,3453
21.114,11456,30640,52879,43887,3476
21.115,11424,30592,52871,43855,3469
0.001,11440,30608,52847,43871,3469
21.116,11440,30576,52871,43855,3475
21.117,11440,30560,52879,43831,3455
21.118,11440,30544,52855,43839,3470
0.001,11440,30512,52863,43855,3475
21.119,11440,30560,52855,43815,3477
21.12,11456,30576,52839,43815,3478
21.121,11408,30624,52855,43855,3455
0.001,11472,30672,52839,43831,3468
21.122,11456,30672,52863,43807,3471
21.123,11440,30640,52847,43839,3469
21.124,11472,30656,52839,43839,3469
0.001,11424,30640,52847,43863,3453
21.125,11440,30672,52863,43839,3469
21.126,11440,30640,52847,43831,3469
21.127,11424,30640,52847,43839,3469
0.001,11456,30672,52855,43839,3453
21.128,11456,30608,52831,43831,3461
21.129,11440,30672,52839,43831,3469
21.13,11472,30640,52823,43847,3470
0.001,11440,30640,52855,43839,3467
21.131,11472,30608,52831,43839,3452
21.132,11472,30640,52807,43839,3448
21.133,11440,30672,52855,43823,3468
0.001,11472,30640,52823,43807,3469
21.134,11440,30672,52823,43807,3469
21.135,11440,30672,52855,43831,3452
21.136,11456,30704,52839,43823,3469
0.001,11536,30672,52839,43791,3469
21.137,11456,30672,52823,43815,3470
21.138,11456,30672,52823,43775,3469
21.139,11472,30640,52839,43815,3453
0.001,11456,30672,52815,43839,3469
21.14,11472,30640,52839,43799,3470
21.141,11440,30640,52823,43783,3464
21.142,11456,30640,52847,43815,3471
0.001,11472,30640,52815,43791,3453
21.143,11472,30656,52831,43823,3467
21.144,11456,30608,52831,43799,3469
21.145,11440,30640,52831,43783,3468
0.001,11440,30640,52815,43799,3468
21.146,11472,30640,52823,43799,3451
21.147,11456,30672,52831,43791,3469
21.148,11440,30688,52839,43791,3465
0.001,11472,30704,52823,43807,3469
21.149,11456,30800,52807,43783,3473
21.15,11440,30704,52815,43783,3453
21.151,11440,30656,52807,43783,3466
0.001,11440,30640,52831,43775,3467
21.152,11504,30640,52799,43743,3469
21.153,11408,30672,52791,43815,3455
21.154,11440,30672,52791,43759,3427
0.001,11408,30640,52815,43791,3469
21.155,11472,30656,52791,43759,3464
21.156,11472,30656,52807,43751,3469
21.157,11408,30592,52783,43767,3455
0.001,11472,30640,52791,43767,3463
21.158,11440,30656,52823,43775,3467
21.159,11440,30640,52799,43767,3467
21.16,11440,30672,52807,43743,3469
0.001,11408,30672,52799,43783,3449
21.161,11440,30672,52799,43767,3464
21.162,11472,30800,52807,43783,3467
21.163,11424,30800,52831,43743,3467
0.001,11440,30704,52807,43735,3468
21.164,11440,30672,52823,43743,3450
21.165,11456,30640,52799,43727,3467
21.166,11440,30640,52775,43743,3466
0.001,11440,30656,52799,43759,3465
21.167,11456,30640,52799,43719,3435
21.168,11440,30640,52807,43759,3451
21.169,11440,30656,52751,43735,3465
0.001,11472,30656,52815,43727,3465
21.17,11440,30640,52807,43751,3465
21.171,11472,30640,52799,43743,3469
21.172,11472,30640,52791,43719,3449
0.001,11456,30672,52799,43735,3485
21.173,11472,30672,52791,43719,3467
21.174,11424,30704,52791,43743,3467
21.175,11488,30800,52783,43735,3469
0.001,11440,30800,52791,43727,3450
21.176,11456,30800,52767,43703,3466
21.177,11424,30704,52783,43719,3468
21.178,11408,30656,52783,43719,3470
0.001,11440,30704,52767,43719,3468
21.179,11440,30640,52791,43695,3450
21.18,11424,30672,52799,43695,3469
21.181,11472,30656,52783,43711,3467
0.001,11408,30656,52775,43727,3463
21.182,11440,30672,52783,43695,3467
21.183,11440,30656,52783,43719,3449
21.184,11440,30640,52767,43727,3467
0.001,11504,30656,52799,43711,3467
21.185,11456,30640,52783,43703,3469
21.186,11456,30688,52767,43695,3471
21.187,11456,30704,52751,43695,3451
0.001,11440,30816,52767,43679,3467
21.188,11456,30832,52751,43687,3467
21.189,11472,30832,52767,43671,3467
21.19,11440,30832,52759,43671,3464
0.001,11456,30832,52767,43679,3449
21.191,11440,30800,52767,43679,3463
21.192,11440,30704,52775,43671,3465
21.193,11440,30800,52751,43687,3468
0.001,11408,30800,52759,43679,3451
21.194,11440,30816,52767,43671,3465
21.195,11440,30800,52767,43663,3465
21.196,11440,30704,52759,43647,3466
0.001,11408,30704,52759,43695,3467
21.197,11408,30704,52751,43655,3452
21.198,11456,30704,52735,43623,3469
21.199,11440,30816,52751,43663,3465
0.001,11424,30864,52719,43655,3465
21.2,11408,30864,52767,43655,3470
21.201,11472,30896,52751,43647,3449
21.202,11440,30896,52743,43647,3466
0.001,11440,30912,52759,43639,3467
21.203,11488,30880,52735,43647,3464
21.204,11456,30848,52759,43663,3464
21.205,11440,30864,52743,43639,3451
0.001,11440,30864,52767,43639,3463
21.206,11456,30864,52751,43615,3467
21.207,11376,30880,52743,43639,3467
21.208,11456,30864,52751,43615,3467
0.001,11440,30832,52719,43623,3447
21.209,11440,30864,52735,43615,3464
21.21,11408,30864,52759,43607,3462
21.211,11440,30848,52743,43615,3467
0.001,11456,30912,52743,43615,3467
21.212,11440,31024,52735,43623,3449
21.213,11440,31056,52727,43615,3465
21.214,11408,31056,52711,43615,3466
0.001,11440,31056,52727,43631,3468
21.215,11440,31088,52727,43623,3468
21.216,11408,31072,52735,43623,3447
21.217,11440,31088,52743,43615,3468
0.001,11440,31072,52727,43583,3466
21.218,11440,31120,52751,43599,3467
21.219,11456,31152,52719,43583,3465
21.22,11472,31120,52711,43591,3448
0.001,11552,31120,52735,43599,3468
21.221,11440,31120,52727,43591,3464
21.222,11472,31120,52727,43615,3465
21.223,11472,31168,52727,43591,3464
0.001,11472,31184,52735,43591,3447
21.224,11472,31200,52703,43575,3466
21.225,11472,31280,52719,43575,3465
21.226,11472,31216,52727,43575,3467
0.001,11472,31312,52719,43583,3449
21.227,11440,31344,52735,43591,3447
21.228,11424,31344,52695,43583,3467
21.229,11440,31344,52711,43575,3462
0.001,11488,31344,52695,43551,3466
21.23,11456,31344,52719,43583,3451
21.231,11472,31376,52703,43575,3453
21.232,11472,31344,52719,43559,3465
0.001,11408,31376,52719,43575,3461
21.233,11440,31376,52711,43567,3470
21.234,11472,31408,52711,43575,3449
21.235,11440,31440,52719,43559,3467
0.001,11488,31440,52711,43551,3462
21.236,11456,31472,52727,43543,3465
21.237,11440,31472,52695,43551,3466
21.238,11456,31472,52727,43527,3447
0.001,11440,31536,52711,43551,3467
21.239,11504,31600,52711,43535,3465
21.24,11440,31664,52687,43551,3461
21.241,11472,31648,52695,43543,3474
0.001,11440,31696,52687,43535,3447
21.242,11488,31712,52687,43527,3467
21.243,11456,31728,52711,43551,3463
21.244,11440,31824,52703,43535,3464
0.001,11456,31824,52703,43535,3471
21.245,11408,31856,52687,43543,3448
21.246,11456,31856,52703,43527,3464
21.247,11440,31872,52703,43551,3464
0.001,11440,31888,52687,43527,3465
21.248,11408,31920,52687,43535,3464
21.249,11440,31920,52671,43527,3445
21.25,11472,31952,52687,43527,3463
0.001,11456,31952,52703,43511,3465
21.251,11440,31936,52687,43551,3463
21.252,11472,32048,52719,43527,3444
21.253,11440,32080,52695,43535,3455
0.001,11424,32112,52687,43511,3463
21.254,11440,32112,52671,43535,3464
21.255,11424,32144,52703,43511,3461
21.256,11456,32128,52671,43511,3449
0.001,11424,32160,52679,43519,3463
21.257,11440,32176,52703,43519,3465
21.258,11440,32176,52687,43511,3462
21.259,11456,32176,52703,43519,3467
0.001,11440,32240,52679,43519,3451
21.26,11440,32208,52687,43511,3464
21.261,11440,32192,52679,43511,3466
21.262,11408,32208,52711,43527,3455
0.001,11456,32208,52695,43479,3467
21.263,11440,32224,52687,43479,3447
21.264,11440,32240,52695,43511,3463
21.265,11424,32336,52695,43495,3463
0.001,11472,32384,52671,43503,3465
21.266,11472,32400,52679,43503,3456
21.267,11440,32400,52687,43503,3453
21.268,11440,32416,52663,43503,3464
0.001,11440,32432,52679,43479,3465
21.269,11472,32432,52663,43527,3467
21.27,11440,32384,52695,43511,3455
21.271,11408,32432,52671,43479,3449
0.001,11440,32432,52687,43487,3463
21.272,11440,32432,52687,43471,3463
21.273,11440,32432,52671,43503,3465
21.274,11456,32432,52679,43471,3448
0.001,11472,32432,52663,43479,3461
21.275,11440,32464,52679,43503,3465
21.276,11456,32464,52695,43503,3464
21.277,11440,32480,52687,43503,3464
0.001,11472,32496,52671,43463,3447
21.278,11440,32560,52663,43479,3453
21.279,11440,32592,52695,43487,3463
21.28,11424,32624,52687,43495,3453
0.001,11408,32608,52695,43511,3465
21.281,11440,32624,52687,43447,3451
21.282,11440,32624,52647,43479,3463
21.283,11440,32624,52655,43495,3467
0.001,11408,32624,52679,43471,3463
21.284,11440,32624,52671,43487,3455
21.285,11440,32640,52671,43471,3447
21.286,11440,32624,52679,43487,3464
0.001,11472,32656,52655,43447,3465
21.287,11456,32624,52703,43479,3465
21.288,11424,32624,52703,43471,3454
21.289,11472,32640,52663,43503,3448
0.001,11440,32624,52671,43455,3465
21.29,11456,32656,52671,43479,3466
21.291,11456,32656,52655,43471,3454
21.292,11440,32656,52679,43463,3463
0.001,11504,32688,52679,43479,3447
21.293,11472,32688,52671,43479,3463
21.294,11456,32704,52695,43479,3456
21.295,11472,32688,52679,43455,3463
0.001,11440,32688,52687,43455,3446
21.296,11440,32720,52687,43471,3466
21.297,11424,32704,52703,43463,3462
21.298,11472,32688,52679,43455,3473
0.001,11456,32720,52671,43479,3464
21.299,11472,32704,52671,43431,3443
21.3,11456,32704,52695,43479,3463
21.301,11440,32688,52647,43463,3463
0.001,11472,32688,52655,43455,3462
21.302,11456,32688,52663,43479,3465
21.303,11376,32720,52671,43479,3449
21.304,11424,32720,52647,43463,3455
0.001,11456,32848,52671,43439,3464
21.305,11440,32880,52671,43471,3461
21.306,11440,32880,52663,43471,3466
21.307,11440,32896,52671,43471,3443
0.001,11440,32848,52671,43463,3463
21.308,11440,32880,52655,43455,3462
21.309,11472,32896,52655,43447,3461
21.31,11504,32912,52687,43447,3465
0.001,11440,32912,52679,43463,3443
21.311,11472,32912,52663,43455,3463
21.312,11488,32896,52663,43455,3466
21.313,11472,32912,52679,43455,3465
0.001,11440,32912,52647,43471,3453
21.314,11456,32896,52631,43447,3453
21.315,11488,32896,52695,43479,3464
21.316,11408,32912,52671,43447,3463
0.001,11440,32912,52655,43471,3467
21.317,11440,32912,52631,43463,3448
21.318,11440,32896,52687,43479,3465
21.319,11504,33008,52679,43479,3463
0.001,11440,32944,52679,43479,3464
21.32,11408,32960,52679,43463,3465
21.321,11456,32944,52647,43487,3445
21.322,11472,32944,52655,43471,3465
0.001,11472,32944,52671,43455,3462
21.323,11440,32944,52655,43463,3461
21.324,11440,32944,52679,43471,3463
21.325,11472,32896,52655,43471,3443
0.001,11440,32928,52639,43455,3463
21.326,11440,32944,52639,43455,3456
21.327,11424,32912,52671,43463,3464
21.328,11456,32944,52663,43439,3464
0.001,11456,32912,52663,43471,3446
21.329,11456,32912,52671,43463,3464
21.33,11472,32912,52671,43423,3466
21.331,11456,32912,52679,43447,3463
0.001,11440,32912,52671,43439,3469
21.332,11456,32912,52639,43479,3449
21.333,11440,32928,52671,43471,3464
21.334,11440,32944,52663,43439,3464
0.001,11440,32944,52655,43471,3464
21.335,11456,32912,52647,43447,3464
21.336,11440,32912,52623,43431,3443
21.337,11456,32928,52655,43471,3463
0.001,11440,32912,52679,43439,3455
21.338,11472,32944,52655,43463,3465
21.339,11440,32928,52631,43439,3465
21.34,11424,32944,52671,43447,3447
0.001,11472,32912,52679,43447,3463
21.341,11440,32912,52631,43455,3455
21.342,11440,32912,52647,43447,3455
21.343,11472,32912,52655,43423,3465
0.001,11472,32912,52663,43439,3446
21.344,11440,32912,52679,43447,3466
21.345,11408,32944,52639,43431,3453
21.346,11472,32912,52655,43471,3455
0.001,11472,32944,52679,43431,3469
21.347,11440,32944,52663,43455,3448
21.348,11472,33008,52663,43431,3453
21.349,11440,32944,52655,43447,3464
0.001,11456,32912,52655,43447,3475
21.35,11456,32944,52655,43463,3447
21.351,11472,32912,52655,43455,3448
21.352,11472,32912,52655,43455,3463
0.001,11472,32912,52655,43439,3461
21.353,11456,32880,52679,43439,3463
21.354,11424,32880,52655,43447,3449
21.355,11456,32896,52655,43415,3455
0.001,11472,32896,52631,43431,3463
21.356,11424,32896,52663,43423,3455
21.357,11472,32896,52671,43447,3463
21.358,11424,32880,52639,43455,3443
0.001,11440,32912,52655,43447,3463
21.359,11408,32880,52687,43439,3455
21.36,11440,32896,52655,43423,3465
21.361,11408,32896,52655,43439,3466
0.001,11440,32896,52647,43455,3449
21.362,11440,32880,52647,43455,3455
21.363,11440,32912,52647,43407,3465
21.364,11408,32880,52663,43455,3455
0.001,11440,32864,52687,43455,3467
21.365,11456,32880,52687,43431,3444
21.366,11408,32880,52663,43439,3465
21.367,11440,32880,52615,43423,3491
0.001,11440,32864,52647,43423,3467
21.368,11408,32720,52655,43423,3462
21.369,11472,32848,52647,43447,3444
21.37,11440,32848,52671,43431,3465
0.001,11376,32864,52647,43431,3464
21.371,11440,32848,52679,43447,3463
21.372,11440,32880,52655,43439,3449
21.373,11440,32880,52639,43431,3444
0.001,11472,32864,52647,43423,3465
21.374,11424,32880,52639,43423,3467
21.375,11440,32880,52639,43463,3465
21.376,11424,32848,52647,43439,3467
0.001,11440,32880,52671,43439,3447
21.377,11472,32880,52655,43399,3467
21.378,11472,32720,52663,43423,3464
21.379,11424,32848,52647,43463,3464
0.001,11440,32720,52655,43423,3455
21.38,11456,32688,52663,43415,3450
21.381,11440,32688,52647,43431,3466
21.382,11440,32672,52647,43471,3467
0.001,11440,32688,52647,43447,3466
21.383,11472,32688,52647,43463,3452
21.384,11440,32688,52623,43423,3461
21.385,11440,32688,52639,43447,3464
0.001,11456,32688,52655,43479,3467
21.386,11440,32720,52655,43447,3467
21.387,11456,32688,52647,43439,3448
21.388,11472,32656,52671,43447,3467
0.001,11456,32656,52663,43431,3465
21.389,11472,32624,52655,43447,3463
21.39,11472,32624,52671,43479,3468
21.391,11472,32608,52663,43439,3451
0.001,11440,32576,52639,43455,3465
21.392,11472,32576,52663,43431,3467
21.393,11408,32592,52663,43455,3467
21.394,11456,32560,52687,43439,3470
0.001,11456,32560,52679,43471,3466
21.395,11472,32496,52655,43487,3466
21.396,11488,32496,52679,43471,3468
21.397,11472,32496,52679,43471,3469
0.001,11440,32496,52695,43479,3475
21.398,11440,32560,52687,43503,3452
21.399,11440,32576,52687,43527,3475
21.4,11472,32560,52687,43535,3471
0.001,11504,32560,52719,43551,3471
21.401,11488,32464,52719,43575,3474
21.402,11472,32464,52743,43583,3465
21.403,11440,32432,52711,43599,3475
0.001,11472,32464,52727,43591,3471
21.404,11440,32400,52751,43623,3475
21.405,11440,32384,52743,43655,3464
21.406,11488,32400,52735,43647,3467
0.001,11440,32400,52767,43671,3477
21.407,11456,32368,52759,43671,3475
21.408,11472,32368,52751,43679,3475
21.409,11456,32320,52767,43679,3463
0.001,11440,32336,52759,43687,3479
21.41,11440,32336,52783,43687,3475
21.411,11440,32368,52767,43671,3471
21.412,11504,32384,52783,43687,3480
0.001,11440,32368,52799,43695,3463
21.413,11456,32352,52791,43727,3481
21.414,11472,32368,52767,43703,3480
21.415,11504,32336,52791,43719,3479
0.001,11472,32320,52791,43711,3479
21.416,11456,32304,52799,43719,3467
21.417,11408,32304,52775,43743,3479
21.418,11424,32208,52791,43719,3477
0.001,11408,32240,52799,43735,3477
21.419,11440,32224,52799,43751,3480
21.42,11440,32224,52799,43735,3468
21.421,11456,32240,52791,43727,3480
0.001,11472,32208,52807,43735,3479
21.422,11440,32240,52799,43751,3481
21.423,11424,32240,52807,43783,3481
21.424,11440,32240,52815,43759,3491
0.001,11472,32304,52815,43767,3485
21.425,11440,32304,52799,43775,3487
21.426,11440,32240,52823,43775,3479
21.427,11440,32240,52823,43751,3484
0.001,11440,32208,52799,43775,3474
21.428,11424,32224,52815,43767,3483
21.429,11440,32240,52807,43783,3483
21.43,11440,32208,52799,43783,3481
0.001,11456,32240,52807,43775,3484
21.431,11440,32240,52815,43783,3475
21.432,11440,32240,52815,43791,3485
21.433,11408,32208,52823,43783,3484
0.001,11440,32240,52791,43759,3491
21.434,11248,32192,52839,43767,3485
21.435,11472,32176,52831,43767,3468
21.436,11440,32208,52831,43791,3483
0.001,11440,32208,52815,43743,3486
21.437,11376,32208,52799,43775,3485
21.438,11472,32240,52823,43767,3483
21.439,11472,32208,52831,43775,3475
0.001,11456,32240,52815,43743,3493
21.44,11440,32208,52815,43759,3487
21.441,11424,32240,52823,43751,3485
21.442,11424,32208,52831,43775,3475
0.001,11456,32224,52823,43775,3481
21.443,11440,32240,52823,43799,3484
21.444,11472,32240,52807,43767,3487
21.445,11472,32208,52831,43799,3487
0.001,11472,32240,52799,43767,3481
21.446,11472,32240,52823,43751,3492
21.447,11408,32240,52823,43767,3487
21.448,11440,32208,52831,43783,3495
0.001,11456,32224,52831,43799,3487
21.449,11456,32208,52831,43743,3477
21.45,11472,32240,52823,43775,3481
21.451,11440,32304,52823,43799,3484
0.001,11440,32304,52831,43807,3487
21.452,11456,32288,52847,43799,3491
21.453,11472,32304,52831,43783,3470
21.454,11440,32304,52831,43807,3480
0.001,11456,32304,52815,43767,3491
21.455,11440,32288,52831,43791,3487
21.456,11456,32336,52831,43767,3485
21.457,11408,32304,52839,43783,3493
0.001,11440,32240,52847,43799,3487
21.458,11440,32304,52815,43791,3484
21.459,11472,32240,52807,43807,3487
21.46,11408,32224,52823,43783,3487
0.001,11456,32240,52855,43783,3471
21.461,11456,32240,52839,43791,3488
21.462,11440,32240,52823,43791,3487
21.463,11456,32304,52839,43799,3486
0.001,11440,32336,52847,43807,3480
21.464,11456,32304,52831,43807,3481
21.465,11440,32336,52823,43791,3483
21.466,11472,32336,52855,43831,3483
0.001,11440,32320,52847,43831,3487
21.467,11408,32320,52863,43815,3476
21.468,11472,32320,52839,43807,3485
21.469,11440,32336,52831,43791,3486
0.001,11408,32320,52855,43791,3485
21.47,11472,32336,52855,43807,3492
21.471,11440,32336,52839,43823,3476
21.472,11440,32336,52863,43831,3485
0.001,11440,32336,52847,43815,3485
21.473,11424,32320,52871,43799,3485
21.474,11408,32320,52855,43807,3487
21.475,11440,32304,52871,43815,3475
0.001,11440,32352,52863,43823,3491
21.476,11440,32336,52823,43815,3487
21.477,11456,32368,52855,43847,3487
21.478,11440,32400,52847,43839,3493
0.001,11456,32384,52863,43855,3475
21.479,11488,32384,52847,43847,3491
21.48,11472,32400,52871,43823,3493
21.481,11440,32400,52855,43847,3491
0.001,11488,32384,52855,43855,3487
21.482,11472,32400,52871,43871,3475
21.483,11472,32400,52879,43831,3491
21.484,11440,32368,52855,43847,3487
0.001,11472,32368,52879,43855,3487
21.485,11472,32368,52863,43847,3493
21.486,11440,32368,52863,43863,3477
21.487,11472,32384,52855,43847,3492
0.001,11456,32368,52871,43839,3487
21.488,11472,32368,52855,43855,3487
21.489,11440,32368,52871,43839,3493
21.49,11440,32400,52863,43871,3477
0.001,11456,32432,52863,43863,3493
21.491,11472,32432,52863,43863,3492
21.492,11408,32432,52879,43839,3491
21.493,11456,32432,52879,43847,3493
0.001,11472,32432,52879,43855,3477
21.494,11456,32464,52903,43871,3488
21.495,11440,32432,52895,43863,3491
21.496,11440,32432,52855,43879,3490
0.001,11472,32400,52887,43863,3495
21.497,11424,32416,52879,43879,3475
21.498,11472,32400,52879,43879,3491
21.499,11472,32400,52871,43871,3491
0.001,11440,32400,52879,43879,3491
21.5,11456,32400,52887,43879,3493
21.501,11408,32368,52879,43863,3475
21.502,11440,32400,52887,43871,3491
0.001,11424,32400,52887,43895,3487
21.503,11440,32416,52871,43879,3488
21.504,11408,32432,52879,43879,3495
21.505,11440,32448,52879,43871,3474
0.001,11440,32448,52887,43879,3485
21.506,11424,32416,52879,43887,3487
21.507,11424,32400,52855,43871,3484
21.508,11408,32432,52863,43871,3475
0.001,11440,32432,52879,43855,3481
21.509,11456,32432,52863,43887,3492
21.51,11440,32432,52887,43855,3484
21.511,11440,32464,52895,43895,3487
0.001,11472,32400,52895,43871,3477
21.512,11472,32416,52871,43863,3483
21.513,11440,32432,52887,43855,3484
