window_number,sample_index,amplitude
3,13,-7.940297247888809
3,14,-8.26764592221577
3,15,-8.667710724240983
3,16,-9.166382068481193
3,17,-9.766341153420997
3,18,-10.444820488460042
3,19,-11.157335006757647
3,20,-11.847551987520053
3,21,-12.462041282508567
3,22,-12.96581370281122
3,23,-13.35240641016576
3,24,-13.645011603838807
3,25,-13.890184719888722
3,26,-14.147665514177623
3,27,-14.479003313267173
3,28,-14.936093939180424
3,29,-15.549537192595748
3,30,-16.317493108901292
3,31,-17.196697436874963
3,32,-18.096084933111698
3,33,-18.873497573237632
3,34,-19.33917293622464
3,35,-19.272409245374774
3,36,-18.456276867889045
3,37,-16.726585380193345
3,38,-14.019959493078645
3,39,-10.40401259689825
3,40,-6.079957078656581
3,41,-1.3541199667107047
3,42,3.418279171329651
3,43,7.901249214657657
3,44,11.834481056806707
3,45,15.062642038654616
3,46,17.53812029967202
3,47,19.30486310936512
3,48,20.467244965438198
3,49,21.147900701962946
3,50,21.447672156391235
3,51,21.42553375383054
3,52,21.104635051177134
3,53,20.492929021763715
3,54,19.602199883530872
3,55,18.458076015796873
3,56,17.101873119647507
3,57,15.586596905879878
3,58,13.969557806051059
3,59,12.30585523428718
3,60,10.644961509628368
3,61,9.026978731398124
3,62,7.475526304970904
3,63,5.991365076722477
3,64,4.554371755737547
3,65,3.1364239401599097
3,66,1.7194354118173552
3,67,0.3086392748258042
3,68,-1.065954468931109
3,69,-2.3595678871137626
3,70,-3.526905327121787
3,71,-4.532597669989017
3,72,-5.355609731439532
3,73,-5.99079153970108
3,74,-6.450010120027609
3,75,-6.762153481680448
3,76,-6.9705812185128435
3,77,-7.127265663033803
3,78,-7.284085441087248
3,79,-7.483912277733354
3,80,-7.755326992310664
3,81,-8.112769652578288
3,82,-8.559702042966657
3,83,-9.090874834144186
3,84,-9.693624023077861
3,85,-10.351665489577812
3,86,-11.052482005991815
3,87,-11.794202143045101
3,88,-12.585989561442247
3,89,-13.439375584352847
3,90,-14.353526257405159
3,91,-15.299861366584654
3,92,-16.210648111134372
3,93,-16.975767784733232
3,94,-17.45023362070614
3,95,-17.470438216742682
3,96,-16.874222858254377
3,97,-15.521480471172147
3,98,-13.31456929307168
3,99,-10.217934628355021
4,0,11.564639750833694
4,1,8.95948768251339
4,2,6.6514670632649935
4,3,4.595503426316765
4,4,2.731121334852273
4,5,1.0010603050415707
4,6,-0.6424220490256042
4,7,-2.239715836886756
4,8,-3.824720738156823
4,9,-5.418773510402867
4,10,-7.023338261567206
4,11,-8.620245774500718
4,12,-10.180338513049369
4,13,-11.674897680314704
4,14,-13.08460751899491
4,15,-14.403494895884533
4,16,-15.637250966027521
4,17,-16.79683417344992
4,18,-17.88949050368972
4,19,-18.909856324236216
4,20,-19.834570483942265
4,21,-20.62592685755865
4,22,-21.24860374418156
4,23,-21.693922479161238
4,24,-21.996612245328844
4,25,-22.232171132532045
4,26,-22.497324791568186
4,27,-22.885953716804657
4,28,-23.468696838439712
4,29,-24.275390116409657
4,30,-25.27740244750189
4,31,-26.371930806392427
4,32,-27.374611088905496
4,33,-28.025718506628607
4,34,-28.013262272632144
4,35,-27.01620062168595
4,36,-24.76692422039192
4,37,-21.121379400194925
4,38,-16.11391649356691
4,39,-9.972455053473528
4,40,-3.083925089882208
4,41,4.078683962627298
4,42,11.043269483422236
4,43,17.413788777399223
4,44,22.914657512671262
4,45,27.39927577850756
4,46,30.832428538900977
4,47,33.26221753332976
4,48,34.792931719822384
4,49,35.56163594610575
4,50,35.715587253577056
4,51,35.38965940726584
4,52,34.68825618459797
4,53,33.677127877847084
4,54,32.38656721231884
4,55,30.822711956779102
4,56,28.981427111213293
4,57,26.860488944383743
4,58,24.469748123754453
4,59,21.84161480826448
4,60,19.03988871568579
4,61,16.158318779019396
4,62,13.303615188089124
4,63,10.569218753334752
4,64,8.01314505791503
4,65,5.650951733397856
4,66,3.465729282864503
4,67,1.4262462628121901
4,68,-0.49868558009408287
4,69,-2.334199016449629
4,70,-4.0984996892874515
4,71,-5.803275007844291
4,72,-7.45418806513343
4,73,-9.05210791619595
4,74,-10.596320992506524
4,75,-12.08821436879835
4,76,-13.530138373805457
4,77,-14.918138804510605
4,78,-16.236861834562593
4,79,-17.465175852000634
4,80,-18.59002548374731
4,81,-19.61882888382658
4,82,-20.583807418883392
4,83,-21.537096687281
4,84,-22.538568404430382
4,85,-23.641000581657885
4,86,-24.877548042189733
4,87,-26.251771157050914
4,88,-27.726948567755997
4,89,-29.213973337023706
4,90,-30.561134398340247
4,91,-31.55066959014173
4,92,-31.907544703967414
4,93,-31.32670473883499
4,94,-29.52406340891847
4,95,-26.307550670556694
4,96,-21.648245153162026
4,97,-15.723022831515577
4,98,-8.908880833527279
4,99,-1.726552065288474
5,0,12.259529555683935
5,1,10.747689011004038
5,2,9.432052235474732
5,3,8.306569552643447
5,4,7.323307633695289
5,5,6.401796378985137
5,6,5.442924137330746
5,7,4.348973763344194
5,8,3.0479665928011133
5,9,1.5138976321861641
5,10,-0.22635756514693361
5,11,-2.10236983083987
5,12,-4.020814740349008
5,13,-5.888543700297198
5,14,-7.631241680039529
5,15,-9.205678076581089
5,16,-10.605313599003713
5,17,-11.858315197130784
5,18,-13.017998393936029
5,19,-14.14813127955858
5,20,-15.30733954446746
5,21,-16.537136900416655
5,22,-17.85587515386881
5,23,-19.257232935983918
5,24,-20.70960992109181
5,25,-22.153513414757654
5,26,-23.497419601924054
5,27,-24.615838943481137
5,28,-25.35359428431493
5,29,-25.538615965531875
5,30,-25.00435080082846
5,31,-23.622005651320052
5,32,-21.33896454816413
5,33,-18.21103912697795
5,34,-14.409835350865583
5,35,-10.19422921565078
5,36,-5.854363580075959
5,37,-1.6494681053407754
5,38,2.240879511261482
5,39,5.738325825466661
5,40,8.852226420807591
5,41,11.636867644608715
5,42,14.1423890171667
5,43,16.38481942315812
5,44,18.345494086508072
5,45,19.99198914113842
5,46,21.302580746179633
5,47,22.27770344143669
5,48,22.933946500271897
5,49,23.288848968214914
5,50,23.347316807583354
5,51,23.094880795026423
5,52,22.498088595081246
5,53,21.511897381207337
5,54,20.095533151519817
5,55,18.235211469711572
5,56,15.964457244981913
5,57,13.372149748029676
5,58,10.596997231690072
5,59,7.8116790182784985
5,60,5.197132965857303
5,61,2.9092659232846434
5,62,1.0483249724489707
5,63,-0.357444834011884
5,64,-1.3501980246611298
5,65,-2.0264319837214924
5,66,-2.5116336434435147
5,67,-2.931254475520248
5,68,-3.3863792249622655
5,69,-3.94275748785046
5,70,-4.633995171019671
5,71,-5.471068539436458
5,72,-6.450920848900063
5,73,-7.5617345286492155
5,74,-8.784049643362524
5,75,-10.088272002789964
5,76,-11.432685177766949
5,77,-12.766986928016621
5,78,-14.04195814147354
5,79,-15.221010394351044
5,80,-16.288669098886803
5,81,-17.252801427238463
5,82,-18.139102014435785
5,83,-18.978988353602546
5,84,-19.795229982579286
5,85,-20.589471263982563
5,86,-21.33190089499996
5,87,-21.951943455262665
5,88,-22.332975734994232
5,89,-22.31760208388426
5,90,-21.728004791298716
5,91,-20.399781054940572
5,92,-18.21994294671079
5,93,-15.15539190000143
5,94,-11.26384793802887
5,95,-6.689975485719439
5,96,-1.6515884144116495
5,97,3.5853479419185694
5,98,8.744430121215812
5,99,13.581418595175734
6,0,21.082992470004246
6,1,18.35538010846778
6,2,15.649566012421522
6,3,13.0422437597075
6,4,10.559471771116362
6,5,8.183501592565054
6,6,5.872518697112032
6,7,3.583544978512766
6,8,1.2878556411600728
6,9,-1.0249191903413792
6,10,-3.349067276486076
6,11,-5.6659271233200075
6,12,-7.94753654714671
6,13,-10.161767665338477
6,14,-12.277672660196064
6,15,-14.270083004865517
6,16,-16.1239059323187
6,17,-17.836908404753018
6,18,-19.417791559509695
6,19,-20.87798324552651
6,20,-22.220410375325287
6,21,-23.433131285586448
6,22,-24.49492186319552
6,23,-25.391917933222583
6,24,-26.135358256646068
6,25,-26.768618699775534
6,26,-27.35792207516975
6,27,-27.96905336977049
6,28,-28.637378833920156
6,29,-29.34026879810569
6,30,-29.979850297591607
6,31,-30.38026206295929
6,32,-30.300683074410607
6,33,-29.46614064064766
6,34,-27.618467119097488
6,35,-24.582583158741862
6,36,-20.329628846466278
6,37,-15.010828609808113
6,38,-8.944830483841411
6,39,-2.561245669344797
6,40,3.6808273192664824
6,41,9.375984875548195
6,42,14.236994622658653
6,43,18.126037473169227
6,44,21.04839704631555
6,45,23.116651896781683
6,46,24.50048454209326
6,47,25.37767995966069
6,48,25.898755046939325
6,49,26.170212738900474
6,50,26.252446439324785
6,51,26.165907608823503
6,52,25.903184785005394
6,53,25.446192395657068
6,54,24.783764497143586
6,55,23.922110741466195
6,56,22.883822684677313
6,57,21.697609808145813
6,58,20.38553464348307
6,59,18.95546511292179
6,60,17.403398367995703
6,61,15.723449787945421
6,62,13.917788076819232
6,63,12.000380630982022
6,64,9.994342891488552
6,65,7.926167166851454
6,66,5.820065200494063
6,67,3.695323818296323
6,68,1.5686357706460887
6,69,-0.540584387288756
6,70,-2.606995708845266
6,71,-4.6005945381192594
6,72,-6.490192366991288
6,73,-8.24673439889706
6,74,-9.84671687074383
6,75,-11.275725932760443
6,76,-12.529920297080633
6,77,-13.614120409256836
6,78,-14.53826002096977
6,79,-15.314826271973573
6,80,-15.958248305103984
6,81,-16.485860468094927
6,82,-16.920432108088633
6,83,-17.294648630674217
6,84,-17.65541794737016
6,85,-18.061184881578882
6,86,-18.56491027848675
6,87,-19.183890351347493
6,88,-19.869282785197665
6,89,-20.491216640107492
6,90,-20.848075114000377
6,91,-20.699330125304126
6,92,-19.814114616593248
6,93,-18.023164905593774
6,94,-15.262089134551527
6,95,-11.596341434217054
6,96,-7.219863295707652
6,97,-2.4250880155188526
6,98,2.4474850285913936
6,99,7.065750328166669
7,0,15.452964787126541
7,1,13.88775882302065
7,2,12.268224215611548
7,3,10.690984529838943
7,4,9.218599176808667
7,5,7.863990095291053
7,6,6.591987564871102
7,7,5.335147176173121
7,8,4.017591925705817
7,9,2.5806564637914597
7,10,1.0030898336414642
7,11,-0.6924476725741777
7,12,-2.4497383190853244
7,13,-4.200014151797158
7,14,-5.882363240951953
7,15,-7.455091405647512
7,16,-8.896832243158832
7,17,-10.201274852520802
7,18,-11.369338860111872
7,19,-12.401268244132893
7,20,-13.291258269978282
7,21,-14.026852248911283
7,22,-14.59426332922959
7,23,-14.989636089731022
7,24,-15.23201662363289
7,25,-15.369058909002932
7,26,-15.469434626922661
7,27,-15.60435164068857
7,28,-15.826041765984142
7,29,-16.15139154802701
7,30,-16.554605900211488
7,31,-16.966280546505143
7,32,-17.274409935048954
7,33,-17.328942462187705
7,34,-16.9577008938687
7,35,-15.99752312639199
7,36,-14.333101404521402
7,37,-11.93039847795484
7,38,-8.855862332344453
7,39,-5.2771333188066585
7,40,-1.440864420391757
7,41,2.3719953546848975
7,42,5.900732554455474
7,43,8.949946355972253
7,44,11.412685077742617
7,45,13.269952579964965
7,46,14.571734304752805
7,47,15.409130177761503
7,48,15.888591235469638
7,49,16.114642454390232
7,50,16.180438339873422
7,51,16.16194552557705
7,52,16.112591862803907
7,53,16.058492429989904
7,54,15.996842220256783
7,55,15.899347224706288
7,56,15.718805871769595
7,57,15.395322129323059
7,58,14.863124102538968
7,59,14.062796118274164
7,60,12.958359619546401
7,61,11.550478679898081
7,62,9.879351732736874
7,63,8.020192423022502
7,64,6.075357591500307
7,65,4.161006146914569
7,66,2.386702087520846
7,67,0.8335425058838448
7,68,-0.4611219449964139
7,69,-1.5082810256862746
7,70,-2.361273788901536
7,71,-3.1012412596097474
7,72,-3.817187365121775
7,73,-4.58457110636862
7,74,-5.44699160909068
7,75,-6.406806039498734
7,76,-7.42945258277327
7,77,-8.459742301240244
7,78,-9.441498332641656
7,79,-10.332333446659417
7,80,-11.111349770441198
7,81,-11.781373285023662
7,82,-12.366964317619955
7,83,-12.908163933710929
7,84,-13.450717375378405
7,85,-14.035897113216912
7,86,-14.692129730364465
7,87,-15.42636566316858
7,88,-16.213277708131837
7,89,-16.985591822674056
7,90,-17.630731735405252
7,91,-17.99619531892488
7,92,-17.90578107524293
7,93,-17.190249157468568
7,94,-15.7300601154989
7,95,-13.49564261732675
7,96,-10.565927207666942
7,97,-7.115859671380247
7,98,-3.3802932631282325
7,99,0.38902519537535996
8,0,11.191017263508396
8,1,9.570216084270571
8,2,7.895498210736429
8,3,6.235675519565043
8,4,4.6662754852006305
8,5,3.260854532915576
8,6,2.0787199953099864
8,7,1.1546124560963174
8,8,0.49311809139520796
8,9,0.06594260649887572
8,10,-0.18708266562413509
8,11,-0.3482163859388476
8,12,-0.5028828443600106
8,13,-0.7198339870937369
8,14,-1.0395313173604404
8,15,-1.4727894254794465
8,16,-2.0060890503324695
8,17,-2.6100702293582456
8,18,-3.2493261872349746
8,19,-3.8907805717997284
8,20,-4.507093451391262
8,21,-5.07541124343974
8,22,-5.576262635959848
8,23,-5.995362378240942
8,24,-6.327085183996129
8,25,-6.578443444800475
8,26,-6.772534286180294
8,27,-6.948472492252171
8,28,-7.154981522482474
8,29,-7.437871182385803
8,30,-7.8242960138029
8,31,-8.307738427745063
8,32,-8.838231344635384
8,33,-9.322332453714521
8,34,-9.634945797166933
8,35,-9.63988354713017
8,36,-9.212064221151401
8,37,-8.256406041227203
8,38,-6.724485613049685
8,39,-4.630853445545317
8,40,-2.064143972226496
8,41,0.8162900441525694
8,42,3.8021251683481294
8,43,6.671085032841522
8,44,9.225980764945664
8,45,11.32838890117208
8,46,12.918045438222148
8,47,14.012448658270852
8,48,14.687933158587915
8,49,15.048494638616702
8,50,15.19122384907113
8,51,15.179842505747942
8,52,15.036590103326573
8,53,14.75349378340981
8,54,14.31283290688508
8,55,13.702984737391347
8,56,12.922561410349427
8,57,11.976926177862508
8,58,10.875967662836446
8,59,9.636296666959504
8,60,8.28398592610961
8,61,6.853865532165554
8,62,5.385251116543123
8,63,3.9167325530503336
8,64,2.482769979522953
8,65,1.1119587552875505
8,66,-0.17635041984486702
8,67,-1.3782886818415068
8,68,-2.508908006894031
8,69,-3.595325722489012
8,70,-4.660471410269061
8,71,-5.707641706408827
8,72,-6.715482522233035
8,73,-7.644729463848695
8,74,-8.451855750173651
8,75,-9.104344158903336
8,76,-9.593233084679575
8,77,-9.938441060639416
8,78,-10.184166124206655
8,79,-10.386441615512743
8,80,-10.598241070331728
8,81,-10.856621895068407
8,82,-11.174970324742562
8,83,-11.543407025837027
8,84,-11.938069477107245
8,85,-12.335351379768117
8,86,-12.72509065313464
8,87,-13.117496001130695
8,88,-13.539462448280362
8,89,-14.018132608005093
8,90,-14.555869970134475
8,91,-15.10754718145629
8,92,-15.571097096434231
8,93,-15.796092104361687
8,94,-15.609376582359525
8,95,-14.853879360617182
8,96,-13.433473824347649
8,97,-11.350609592376566
8,98,-8.719003296517478
8,99,-5.740917578785302
9,0,2.9864693858980407
9,1,1.828970518927004
9,2,0.8700587685020873
9,3,0.0977556171501649
9,4,-0.5210844633106195
9,5,-1.0339291968484352
9,6,-1.4938558301113585
9,7,-1.9471078404154105
9,8,-2.4200218692806823
9,9,-2.9112190932564044
9,10,-3.394484969157885
9,11,-3.8343227876079684
9,12,-4.207404934258293
9,13,-4.516640959154978
9,14,-4.78999073826306
9,15,-5.067388894863005
9,16,-5.384365322188076
9,17,-5.759443470457956
9,18,-6.189795544503614
9,19,-6.656986272150228
9,20,-7.139650153375218
9,21,-7.624707190256725
9,22,-8.109687201770074
9,23,-8.596573425204806
9,24,-9.08446346867173
9,25,-9.568175139093047
9,26,-10.043401365704128
9,27,-10.511472640795795
9,28,-10.975518451308687
9,29,-11.42697323925729
9,30,-11.830475093723907
9,31,-12.117890062877773
9,32,-12.19566932470618
9,33,-11.960508727336244
9,34,-11.316265336586918
9,35,-10.19042103473606
9,36,-8.551629131087198
9,37,-6.42599941573749
9,38,-3.9047584267367896
9,39,-1.1374791343401176
9,40,1.6891656702115165
9,41,4.383156776930158
9,42,6.781914832912265
9,43,8.779224145315338
9,44,10.335486168711974
9,45,11.47065754744007
9,46,12.246181398242305
9,47,12.742815335631022
9,48,13.038073714453285
9,49,13.186070344922488
9,50,13.205524032757065
9,51,13.082295203805439
9,52,12.785924671859346
9,53,12.290921747685458
9,54,11.591570457225473
9,55,10.704812431669398
9,56,9.664256602095051
9,57,8.512590179305173
9,58,7.296797239794673
9,59,6.06584742914584
9,60,4.86884242863602
9,61,3.752320576899587
9,62,2.757096904431358
9,63,1.9154167681958683
9,64,1.2473284475779594
9,65,0.7555130086420492
9,66,0.42124438789459717
9,67,0.20494465099256276
9,68,0.05237796915548444
9,69,-0.09394451395104766
9,70,-0.28037441522523665
9,71,-0.5309762914550202
9,72,-0.846085834000454
9,73,-1.2096713174446765
9,74,-1.5978446900836076
9,75,-1.9834148694445197
9,76,-2.338434340687806
9,77,-2.6378208219016672
9,78,-2.8625581368173596
9,79,-2.9996557138227895
9,80,-3.040471438819023
9,81,-2.981944790640468
9,82,-2.8316404971672893
9,83,-2.6119892459040064
9,84,-2.3588332988801093
9,85,-2.1141919102154505
9,86,-1.9172104212330214
9,87,-1.7963978334905784
9,88,-1.762677277049053
9,89,-1.801835312832118
9,90,-1.8675545340110051
9,91,-1.878986941241093
9,92,-1.72746728494901
9,93,-1.2946701644353469
9,94,-0.4798218963409004
9,95,0.7713422064476038
9,96,2.4463292930958764
9,97,4.463612924170372
9,98,6.6900573095237705
9,99,8.970196297538319
