time,ppg,ppg_preprocessed
16.163,3210.887296916188,0.06757577163245676
16.17300133422283,2910.5865547927015,-78.19603168990494
16.183002668445656,2985.1419107818847,-147.60547942390264
16.193004002668484,2941.6930346446093,-201.56740041973285
16.20300533689131,2970.576680800199,-236.99682329361687
16.213006671114137,2949.0664844183048,-254.28440618291054
16.223008005336965,2974.5599576597783,-256.3914551866681
16.233009339559793,2955.8168169341275,-247.62200724525792
16.24301067378262,2970.902391282223,-232.48577358444567
16.25301200800545,2960.5853722525344,-214.88187232866346
16.263013342228273,2981.65314560006,-197.66692211670693
16.2730146764511,2970.745965287054,-182.55756539836136
16.28301601067393,2989.8971564622148,-170.2672623475628
16.293017344896757,2985.0720829697275,-160.76916178601905
16.303018679119585,2995.276583750594,-153.59155177266342
16.313020013342413,2994.637577856758,-148.0801115007043
16.323021347565238,3000.88733140847,-143.59135919107308
16.333022681788066,2998.9862116564505,-139.60735241244683
16.343024016010894,3003.187066459536,-135.78047480352149
16.35302535023372,3003.0574271945457,-131.9270930175603
16.36302668445655,3004.526141024062,-127.9921325103738
16.373028018679378,3000.179326939116,-124.00576097455799
16.383029352902202,3004.246823156051,-120.04641116735046
16.39303068712503,2999.287033860301,-116.21311172140312
16.403032021347858,3006.1604226745417,-112.60291496347615
16.413033355570686,2998.2749080290905,-109.29001423708706
16.423034689793514,3006.589356911981,-106.307324796429
16.433036024016342,2997.7750874408794,-103.63399477982257
16.443037358239167,3003.6507874291233,-101.19295564245172
16.453038692461995,2996.634528200324,-98.86155313622461
16.463040026684823,2996.2246556130754,-96.4948259097001
16.47304136090765,2997.025475940583,-93.95541846662107
16.48304269513048,2994.6195674967294,-91.140074895925
16.493044029353307,2997.4692123186564,-87.99461900780352
16.503045363576135,2997.3494701720388,-84.51570719670221
16.51304669779896,2996.4873338167076,-80.74297948137725
16.523048032021787,3000.404679867589,-76.74681497303155
16.533049366244615,2997.7030148887893,-72.61515073083329
16.543050700467443,3003.8607152607033,-68.44066593375202
